Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
C,Training,9,Tom covered the whale with the feather,covered,whale,feather,whaleladle,Sentence,1,InstControl,9,tomwhalefeather_nopauses.mp3,tomwhalefeatherinstleft_context.png,tomwhalefeathermodright_context.png,tomwhalefeathermodright_context.png,tomwhalefeatherinstleft_context.png,2,mod,inst,R,L,641,2986,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomwhalefeathermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomwhalefeatherinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomwhalefeather_nopauses.mp3?raw=true,0.275223447
C,Training,9,Who did it?,covered,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.275223447
C,Training,61,Tom scratched the dolphin with the stick,scratched,dolphin,stick,dolphintennisracket,Sentence,1,InstControl,1,tomdolphinstick_nopauses.mp3,tomdolphinstickinstright_context.png,tomdolphinstickmodleft_context.png,tomdolphinstickinstright_context.png,tomdolphinstickmodleft_context.png,1,inst,mod,L,R,524,2793,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphinstickinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphinstickmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomdolphinstick_nopauses.mp3?raw=true,0.276597884
C,Training,61,Who did it?,scratched,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.276597884
C,Training,64,Kate scratched the lion with the stick,scratched,lion,stick,liontennisracket,Sentence,1,InstControl,4,katelionstick_nopauses.mp3,katelionstickinstleft_context.png,katelionstickmodright_context.png,katelionstickmodright_context.png,katelionstickinstleft_context.png,2,mod,inst,R,L,375,2809,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katelionstickmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katelionstickinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katelionstick_nopauses.mp3?raw=true,0.276763455
C,Training,64,Who did it?,scratched,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.276763455
C,Training,129,Tom slapped the whale with the spoon,slapped,whale,spoon,whaleladle,Sentence,1,InstControl,9,tomwhalespoon_nopauses.mp3,tomwhalespooninstleft_context.png,tomwhalespoonmodright_context.png,tomwhalespoonmodright_context.png,tomwhalespooninstleft_context.png,2,mod,inst,R,L,568,3024,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomwhalespoonmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomwhalespooninstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomwhalespoon_nopauses.mp3?raw=true,0.282662286
C,Training,129,Who did it?,slapped,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.282662286
C,Training,137,Tom smashed the frog with the rope,smashed,frog,rope,frogtennisracket,Sentence,1,InstControl,5,tomfrogrope_nopauses.mp3,tomfrogropeinstright_context.png,tomfrogropemodleft_context.png,tomfrogropeinstright_context.png,tomfrogropemodleft_context.png,1,inst,mod,L,R,555,3027,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogropeinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogropemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogrope_nopauses.mp3?raw=true,0.285809829
C,Training,137,Who did it?,smashed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.285809829
C,Training,108,Kate crushed the hawk with the pliers,crushed,hawk,pliers,hawkladle,Sentence,1,InstControl,12,katehawkpliers_nopauses.mp3,katehawkpliersinstright_context.png,katehawkpliersmodleft_context.png,katehawkpliersinstright_context.png,katehawkpliersmodleft_context.png,1,inst,mod,L,R,399,2939,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkpliersinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkpliersmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkpliers_nopauses.mp3?raw=true,0.306823029
C,Training,108,Who did it?,crushed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.306823029
C,Training,112,Kate stung the lion with the pin,stung,lion,pin,liontennisracket,Sentence,1,InstControl,4,katelionpin_nopauses.mp3,katelionpininstleft_context.png,katelionpinmodright_context.png,katelionpinmodright_context.png,katelionpininstleft_context.png,2,mod,inst,R,L,443,3042,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katelionpinmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katelionpininstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katelionpin_nopauses.mp3?raw=true,0.308220569
C,Training,112,Who did it?,stung,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.308220569
C,Training,46,Kate hammered the gorilla with the sticky note,hammered,gorilla,sticky note,gorillaoar,Sentence,1,InstControl,10,kategorillastickynote_nopauses.mp3,kategorillastickynoteinstleft_context.png,kategorillastickynotemodright_context.png,kategorillastickynotemodright_context.png,kategorillastickynoteinstleft_context.png,2,mod,inst,R,L,361,3009,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategorillastickynotemodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategorillastickynoteinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillastickynote_nopauses.mp3?raw=true,0.313954332
C,Training,46,Who did it?,hammered,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.313954332
C,Training,95,Tom rubbed the buffalo with the walkie-talkie,rubbed,buffalo,walkie-talkie,buffalooar,Sentence,1,InstControl,11,tombuffalowalkietalkie_nopauses.mp3,tombuffalowalkietalkieinstright_context.png,tombuffalowalkietalkiemodleft_context.png,tombuffalowalkietalkieinstright_context.png,tombuffalowalkietalkiemodleft_context.png,1,inst,mod,L,R,646,3528,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tombuffalowalkietalkieinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tombuffalowalkietalkiemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tombuffalowalkietalkie_nopauses.mp3?raw=true,0.333901063
C,Training,95,Who did not do it?,rubbed,NA,NA,NA,Question_Control,1,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidnotdoit.mp3?raw=true,0.333901063
C,Training,30,Kate knocked on the turtle with the watering can,knocked on,turtle,watering can,turtlemallet,Sentence,1,InstControl,6,kateturtlewateringcan_nopauses.mp3,kateturtlewateringcaninstright_context.png,kateturtlewateringcanmodleft_context.png,kateturtlewateringcaninstright_context.png,kateturtlewateringcanmodleft_context.png,1,inst,mod,L,R,352,3300,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateturtlewateringcaninstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateturtlewateringcanmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateturtlewateringcan_nopauses.mp3?raw=true,0.334177065
C,Training,30,Who did it?,knocked on,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.334177065
C,Training,78,Kate jabbed the turtle with the sack,jabbed,turtle,sack,turtlemallet,Sentence,1,InstControl,6,kateturtlesack_nopauses.mp3,kateturtlesackinstright_context.png,kateturtlesackmodleft_context.png,kateturtlesackinstright_context.png,kateturtlesackmodleft_context.png,1,inst,mod,L,R,380,2518,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateturtlesackinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kateturtlesackmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateturtlesack_nopauses.mp3?raw=true,0.334737743
C,Training,78,Who did it?,jabbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.334737743
C,Training,109,Tom stung the dolphin with the pin,stung,dolphin,pin,dolphintennisracket,Sentence,1,InstControl,1,tomdolphinpin_nopauses.mp3,tomdolphinpininstright_context.png,tomdolphinpinmodleft_context.png,tomdolphinpininstright_context.png,tomdolphinpinmodleft_context.png,1,inst,mod,L,R,613,3095,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphinpininstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomdolphinpinmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomdolphinpin_nopauses.mp3?raw=true,0.336656251
C,Training,109,Who did it?,stung,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.336656251
C,Training,3,Tom covered the fox with the grass,covered,fox,grass,foxmallet,Sentence,1,InstControl,3,tomfoxgrass_nopauses.mp3,tomfoxgrassinstleft_context.png,tomfoxgrassmodright_context.png,tomfoxgrassmodright_context.png,tomfoxgrassinstleft_context.png,2,mod,inst,R,L,601,2970,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfoxgrassmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfoxgrassinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfoxgrass_nopauses.mp3?raw=true,0.348269318
C,Training,3,Who did not do it?,covered,NA,NA,NA,Question_Control,1,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidnotdoit.mp3?raw=true,0.348269318
C,Training,17,Tom hit the frog with the leaf,hit,frog,leaf,frogtennisracket,Sentence,1,InstControl,5,tomfrogleaf_nopauses.mp3,tomfrogleafinstright_context.png,tomfrogleafmodleft_context.png,tomfrogleafinstright_context.png,tomfrogleafmodleft_context.png,1,inst,mod,L,R,546,2490,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogleafinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogleafmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogleaf_nopauses.mp3?raw=true,0.365304472
C,Training,17,Who did it?,hit,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.365304472
C,Training,93,Tom rubbed the whale with the walkie-talkie,rubbed,whale,walkie-talkie,whaleoar,Sentence,1,InstControl,9,tomwhalewalkietalkie_nopauses.mp3,tomwhalewalkietalkieinstright_context.png,tomwhalewalkietalkiemodleft_context.png,tomwhalewalkietalkieinstright_context.png,tomwhalewalkietalkiemodleft_context.png,1,inst,mod,L,R,622,3554,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomwhalewalkietalkieinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomwhalewalkietalkiemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomwhalewalkietalkie_nopauses.mp3?raw=true,0.366164666
C,Training,93,Who did it?,rubbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.366164666
C,Training,86,Kate rubbed the cow with the megaphone,rubbed,cow,megaphone,cowtennisracket,Sentence,1,InstControl,2,katecowmegaphone_nopauses.mp3,katecowmegaphoneinstleft_context.png,katecowmegaphonemodright_context.png,katecowmegaphonemodright_context.png,katecowmegaphoneinstleft_context.png,2,mod,inst,R,L,419,3055,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katecowmegaphonemodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katecowmegaphoneinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katecowmegaphone_nopauses.mp3?raw=true,0.36725503
C,Training,86,Who did it?,rubbed,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.36725503
C,Training,19,Tom hit the pig with the pillow,hit,pig,pillow,pigoar,Sentence,1,InstControl,7,tompigpillow_nopauses.mp3,tompigpillowinstright_context.png,tompigpillowmodleft_context.png,tompigpillowinstright_context.png,tompigpillowmodleft_context.png,1,inst,mod,L,R,572,2598,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tompigpillowinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tompigpillowmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tompigpillow_nopauses.mp3?raw=true,0.369113937
C,Training,19,Who did it?,hit,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.369113937
C,Training,24,Kate hit the hawk with the pillow,hit,hawk,pillow,hawkoar,Sentence,1,InstControl,12,katehawkpillow_nopauses.mp3,katehawkpillowinstleft_context.png,katehawkpillowmodright_context.png,katehawkpillowmodright_context.png,katehawkpillowinstleft_context.png,2,mod,inst,R,L,395,2267,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkpillowmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/katehawkpillowinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkpillow_nopauses.mp3?raw=true,0.369448002
C,Training,24,Who did it?,hit,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.369448002
C,Training,20,Kate hit the girl with the pillow,hit,girl,pillow,girloar,Sentence,1,InstControl,8,kategirlpillow_nopauses.mp3,kategirlpillowinstleft_context.png,kategirlpillowmodright_context.png,kategirlpillowmodright_context.png,kategirlpillowinstleft_context.png,2,mod,inst,R,L,399,2306,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategirlpillowmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kategirlpillowinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategirlpillow_nopauses.mp3?raw=true,0.375343091
C,Training,20,Who did it?,hit,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.375343091
C,Training,89,Tom rubbed the frog with the megaphone,rubbed,frog,megaphone,frogtennisracket,Sentence,1,InstControl,5,tomfrogmegaphone_nopauses.mp3,tomfrogmegaphoneinstright_context.png,tomfrogmegaphonemodleft_context.png,tomfrogmegaphoneinstright_context.png,tomfrogmegaphonemodleft_context.png,1,inst,mod,L,R,630,3391,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogmegaphoneinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogmegaphonemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogmegaphone_nopauses.mp3?raw=true,0.390299043
C,Training,89,Who did not do it?,rubbed,NA,NA,NA,Question_Control,1,InstControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidnotdoit.mp3?raw=true,0.390299043
C,Training,41,Tom hammered the frog with the tape,hammered,frog,tape,frogtennisracket,Sentence,1,InstControl,5,tomfrogtape_nopauses.mp3,tomfrogtapeinstright_context.png,tomfrogtapemodleft_context.png,tomfrogtapeinstright_context.png,tomfrogtapemodleft_context.png,1,inst,mod,L,R,609,2635,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogtapeinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tomfrogtapemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogtape_nopauses.mp3?raw=true,0.393717199
C,Training,41,Who did it?,hammered,NA,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training_context/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true,0.393717199
