Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
C,Post,114,Tom stung the turtle with the lightning bolt,stung,turtle,lightning bolt,turtletennisracket,Sentence,1,InstControl,tomturtlelightningbolt_nopauses.mp3,tomturtlelightningboltinstright_context.png,tomturtlelightningboltmodleft_context.png,tomturtlelightningboltinstright_context.png,tomturtlelightningboltmodleft_context.png,1,inst,mod,L,R,557,3232,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlelightningboltinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlelightningboltmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlelightningbolt_nopauses.mp3?raw=true,0.68403221
C,Post,61,Kate scratched the dolphin with the coral,scratched,dolphin,coral,dolphintennisracket,Sentence,1,InstControl,katedolphincoral_nopauses.mp3,katedolphincoralinstleft_context.png,katedolphincoralmodright_context.png,katedolphincoralmodright_context.png,katedolphincoralinstleft_context.png,2,mod,inst,R,L,343,2765,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphincoralmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphincoralinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphincoral_nopauses.mp3?raw=true,0.686864846
C,Post,111,Kate stung the fox with the lightning bolt,stung,fox,lightning bolt,foxtennisracket,Sentence,1,InstControl,katefoxlightningbolt_nopauses.mp3,katefoxlightningboltinstleft_context.png,katefoxlightningboltmodright_context.png,katefoxlightningboltmodright_context.png,katefoxlightningboltinstleft_context.png,2,mod,inst,R,L,376,3210,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxlightningboltmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxlightningboltinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefoxlightningbolt_nopauses.mp3?raw=true,0.68980432
C,Post,139,Kate smashed the pig with the flower pot,smashed,pig,flower pot,pigoar,Sentence,1,InstControl,katepigflowerpot_nopauses.mp3,katepigflowerpotinstleft_context.png,katepigflowerpotmodright_context.png,katepigflowerpotmodright_context.png,katepigflowerpotinstleft_context.png,2,mod,inst,R,L,389,3262,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigflowerpotmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigflowerpotinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigflowerpot_nopauses.mp3?raw=true,0.692937141
C,Post,6,Tom covered the turtle with the fern,covered,turtle,fern,turtlemallet,Sentence,1,InstControl,tomturtlefern_nopauses.mp3,tomturtleferninstleft_context.png,tomturtlefernmodright_context.png,tomturtlefernmodright_context.png,tomturtleferninstleft_context.png,2,mod,inst,R,L,602,2987,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlefernmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtleferninstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlefern_nopauses.mp3?raw=true,0.714851734
C,Post,33,Kate knocked on the whale with the cucumber,knocked on,whale,cucumber,whaleladle,Sentence,1,InstControl,katewhalecucumber_nopauses.mp3,katewhalecucumberinstright_context.png,katewhalecucumbermodleft_context.png,katewhalecucumberinstright_context.png,katewhalecucumbermodleft_context.png,1,inst,mod,L,R,388,2879,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalecucumberinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalecucumbermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katewhalecucumber_nopauses.mp3?raw=true,0.728321093
C,Post,142,Tom smashed the gorilla with the flower pot,smashed,gorilla,flower pot,gorillaoar,Sentence,1,InstControl,tomgorillaflowerpot_nopauses.mp3,tomgorillaflowerpotinstright_context.png,tomgorillaflowerpotmodleft_context.png,tomgorillaflowerpotinstright_context.png,tomgorillaflowerpotmodleft_context.png,1,inst,mod,L,R,601,3499,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillaflowerpotinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillaflowerpotmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgorillaflowerpot_nopauses.mp3?raw=true,0.729074394
C,Post,30,Tom knocked on the turtle with the tomato,knocked on,turtle,tomato,turtlemallet,Sentence,1,InstControl,tomturtletomato_nopauses.mp3,tomturtletomatoinstleft_context.png,tomturtletomatomodright_context.png,tomturtletomatomodright_context.png,tomturtletomatoinstleft_context.png,2,mod,inst,R,L,547,2974,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtletomatomodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtletomatoinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtletomato_nopauses.mp3?raw=true,0.733291508
C,Post,44,Tom hammered the girl with the horseshoe,hammered,girl,horseshoe,girloar,Sentence,1,InstControl,tomgirlhorseshoe_nopauses.mp3,tomgirlhorseshoeinstright_context.png,tomgirlhorseshoemodleft_context.png,tomgirlhorseshoeinstright_context.png,tomgirlhorseshoemodleft_context.png,1,inst,mod,L,R,567,2955,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlhorseshoeinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlhorseshoemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlhorseshoe_nopauses.mp3?raw=true,0.737680226
C,Post,36,Tom knocked on the hawk with the cucumber,knocked on,hawk,cucumber,hawkladle,Sentence,1,InstControl,tomhawkcucumber_nopauses.mp3,tomhawkcucumberinstleft_context.png,tomhawkcucumbermodright_context.png,tomhawkcucumbermodright_context.png,tomhawkcucumberinstleft_context.png,2,mod,inst,R,L,544,3129,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkcucumbermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkcucumberinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkcucumber_nopauses.mp3?raw=true,0.753678061
C,Post,138,Tom smashed the turtle with the bowl,smashed,turtle,bowl,turtletennisracket,Sentence,1,InstControl,tomturtlebowl_nopauses.mp3,tomturtlebowlinstright_context.png,tomturtlebowlmodleft_context.png,tomturtlebowlinstright_context.png,tomturtlebowlmodleft_context.png,1,inst,mod,L,R,540,2891,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlebowlinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlebowlmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlebowl_nopauses.mp3?raw=true,0.758685196
C,Post,137,Kate smashed the frog with the bowl,smashed,frog,bowl,frogtennisracket,Sentence,1,InstControl,katefrogbowl_nopauses.mp3,katefrogbowlinstleft_context.png,katefrogbowlmodright_context.png,katefrogbowlmodright_context.png,katefrogbowlinstleft_context.png,2,mod,inst,R,L,430,3181,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogbowlmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogbowlinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrogbowl_nopauses.mp3?raw=true,0.769546892
C,Post,124,Tom slapped the lion with the net,slapped,lion,net,lionmallet,Sentence,1,InstControl,tomlionnet_nopauses.mp3,tomlionnetinstleft_context.png,tomlionnetmodright_context.png,tomlionnetmodright_context.png,tomlionnetinstleft_context.png,2,mod,inst,R,L,542,3133,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionnetmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionnetinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomlionnet_nopauses.mp3?raw=true,0.771710797
C,Post,34,Tom knocked on the gorilla with the cucumber,knocked on,gorilla,cucumber,gorillaladle,Sentence,1,InstControl,tomgorillacucumber_nopauses.mp3,tomgorillacucumberinstleft_context.png,tomgorillacucumbermodright_context.png,tomgorillacucumbermodright_context.png,tomgorillacucumberinstleft_context.png,2,mod,inst,R,L,573,3422,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillacucumbermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillacucumberinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgorillacucumber_nopauses.mp3?raw=true,0.782444357
C,Post,56,Tom tapped the girl with the boots,tapped,girl,boots,girlladle,Sentence,1,InstControl,tomgirlboots_nopauses.mp3,tomgirlbootsinstleft_context.png,tomgirlbootsmodright_context.png,tomgirlbootsmodright_context.png,tomgirlbootsinstleft_context.png,2,mod,inst,R,L,523,2548,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlbootsmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlbootsinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlboots_nopauses.mp3?raw=true,0.797999536
C,Post,10,Tom covered the gorilla with the water,covered,gorilla,water,gorillaladle,Sentence,1,InstControl,tomgorillawater_nopauses.mp3,tomgorillawaterinstleft_context.png,tomgorillawatermodright_context.png,tomgorillawatermodright_context.png,tomgorillawaterinstleft_context.png,2,mod,inst,R,L,620,2857,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillawatermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillawaterinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgorillawater_nopauses.mp3?raw=true,0.813118394
C,Post,102,Tom crushed the turtle with the flower,crushed,turtle,flower,turtlemallet,Sentence,1,InstControl,tomturtleflower_nopauses.mp3,tomturtleflowerinstleft_context.png,tomturtleflowermodright_context.png,tomturtleflowermodright_context.png,tomturtleflowerinstleft_context.png,2,mod,inst,R,L,558,2885,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtleflowermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtleflowerinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtleflower_nopauses.mp3?raw=true,0.818822699
C,Post,96,Tom rubbed the hawk with the eraser,rubbed,hawk,eraser,hawkoar,Sentence,1,InstControl,tomhawkeraser_nopauses.mp3,tomhawkeraserinstright_context.png,tomhawkerasermodleft_context.png,tomhawkeraserinstright_context.png,tomhawkerasermodleft_context.png,1,inst,mod,L,R,648,3040,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkeraserinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkerasermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkeraser_nopauses.mp3?raw=true,0.827843579
C,Post,92,Tom rubbed the girl with the eraser,rubbed,girl,eraser,girloar,Sentence,1,InstControl,tomgirleraser_nopauses.mp3,tomgirleraserinstright_context.png,tomgirlerasermodleft_context.png,tomgirleraserinstright_context.png,tomgirlerasermodleft_context.png,1,inst,mod,L,R,569,3262,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirleraserinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlerasermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirleraser_nopauses.mp3?raw=true,0.832137848
C,Post,106,Tom crushed the gorilla with the pear,crushed,gorilla,pear,gorillaladle,Sentence,1,InstControl,tomgorillapear_nopauses.mp3,tomgorillapearinstleft_context.png,tomgorillapearmodright_context.png,tomgorillapearmodright_context.png,tomgorillapearinstleft_context.png,2,mod,inst,R,L,553,2843,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillapearmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillapearinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgorillapear_nopauses.mp3?raw=true,0.833213064
C,Post,115,Kate stung the pig with the cactus,stung,pig,cactus,pigoar,Sentence,1,InstControl,katepigcactus_nopauses.mp3,katepigcactusinstleft_context.png,katepigcactusmodright_context.png,katepigcactusmodright_context.png,katepigcactusinstleft_context.png,2,mod,inst,R,L,368,2660,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigcactusmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigcactusinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigcactus_nopauses.mp3?raw=true,0.836504118
C,Post,125,Kate slapped the frog with the net,slapped,frog,net,frogmallet,Sentence,1,InstControl,katefrognet_nopauses.mp3,katefrognetinstright_context.png,katefrognetmodleft_context.png,katefrognetinstright_context.png,katefrognetmodleft_context.png,1,inst,mod,L,R,386,2792,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrognetinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrognetmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrognet_nopauses.mp3?raw=true,0.837282567
C,Post,135,Kate smashed the fox with the bowl,smashed,fox,bowl,foxtennisracket,Sentence,1,InstControl,katefoxbowl_nopauses.mp3,katefoxbowlinstleft_context.png,katefoxbowlmodright_context.png,katefoxbowlmodright_context.png,katefoxbowlinstleft_context.png,2,mod,inst,R,L,377,2894,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxbowlmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxbowlinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefoxbowl_nopauses.mp3?raw=true,0.838734357
C,Post,28,Tom knocked on the lion with the tomato,knocked on,lion,tomato,lionmallet,Sentence,1,InstControl,tomliontomato_nopauses.mp3,tomliontomatoinstleft_context.png,tomliontomatomodright_context.png,tomliontomatomodright_context.png,tomliontomatoinstleft_context.png,2,mod,inst,R,L,570,3218,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomliontomatomodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomliontomatoinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomliontomato_nopauses.mp3?raw=true,0.862870849
C,Post,122,Tom slapped the cow with the net,slapped,cow,net,cowmallet,Sentence,1,InstControl,tomcownet_nopauses.mp3,tomcownetinstleft_context.png,tomcownetmodright_context.png,tomcownetmodright_context.png,tomcownetinstleft_context.png,2,mod,inst,R,L,619,3061,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcownetmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcownetinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomcownet_nopauses.mp3?raw=true,0.863934869
C,Post,112,Tom stung the lion with the lightning bolt,stung,lion,lightning bolt,liontennisracket,Sentence,1,InstControl,tomlionlightningbolt_nopauses.mp3,tomlionlightningboltinstright_context.png,tomlionlightningboltmodleft_context.png,tomlionlightningboltinstright_context.png,tomlionlightningboltmodleft_context.png,1,inst,mod,L,R,547,3230,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionlightningboltinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionlightningboltmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomlionlightningbolt_nopauses.mp3?raw=true,0.871778291
C,Post,53,Kate tapped the frog with the magic wand,tapped,frog,magic wand,frogmallet,Sentence,1,InstControl,katefrogmagicwand_nopauses.mp3,katefrogmagicwandinstright_context.png,katefrogmagicwandmodleft_context.png,katefrogmagicwandinstright_context.png,katefrogmagicwandmodleft_context.png,1,inst,mod,L,R,337,3010,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogmagicwandinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogmagicwandmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrogmagicwand_nopauses.mp3?raw=true,0.873293268
C,Post,66,Tom scratched the turtle with the coral,scratched,turtle,coral,turtletennisracket,Sentence,1,InstControl,tomturtlecoral_nopauses.mp3,tomturtlecoralinstright_context.png,tomturtlecoralmodleft_context.png,tomturtlecoralinstright_context.png,tomturtlecoralmodleft_context.png,1,inst,mod,L,R,563,2922,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlecoralinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlecoralmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlecoral_nopauses.mp3?raw=true,0.87844742
C,Post,76,Tom jabbed the lion with the stick of celery,jabbed,lion,stick of celery,lionmallet,Sentence,1,InstControl,tomlioncelery_nopauses.mp3,tomlionceleryinstleft_context.png,tomlioncelerymodright_context.png,tomlioncelerymodright_context.png,tomlionceleryinstleft_context.png,2,mod,inst,R,L,695,3731,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlioncelerymodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionceleryinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomlioncelery_nopauses.mp3?raw=true,0.893175132
C,Post,109,Kate stung the dolphin with the lightning bolt,stung,dolphin,lightning bolt,dolphintennisracket,Sentence,1,InstControl,katedolphinlightningbolt_nopauses.mp3,katedolphinlightningboltinstleft_context.png,katedolphinlightningboltmodright_context.png,katedolphinlightningboltmodright_context.png,katedolphinlightningboltinstleft_context.png,2,mod,inst,R,L,369,3244,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinlightningboltmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinlightningboltinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphinlightningbolt_nopauses.mp3?raw=true,0.89870026
C,Post,60,Tom tapped the hawk with the boots,tapped,hawk,boots,hawkladle,Sentence,1,InstControl,tomhawkboots_nopauses.mp3,tomhawkbootsinstleft_context.png,tomhawkbootsmodright_context.png,tomhawkbootsmodright_context.png,tomhawkbootsinstleft_context.png,2,mod,inst,R,L,570,2495,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkbootsmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkbootsinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkboots_nopauses.mp3?raw=true,0.902607828
C,Post,5,Kate covered the frog with the fern,covered,frog,fern,frogmallet,Sentence,1,InstControl,katefrogfern_nopauses.mp3,katefrogferninstright_context.png,katefrogfernmodleft_context.png,katefrogferninstright_context.png,katefrogfernmodleft_context.png,1,inst,mod,L,R,393,2601,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogferninstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogfernmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrogfern_nopauses.mp3?raw=true,0.905125837
C,Post,25,Kate knocked on the dolphin with the tomato,knocked on,dolphin,tomato,dolphinmallet,Sentence,1,InstControl,katedolphintomato_nopauses.mp3,katedolphintomatoinstright_context.png,katedolphintomatomodleft_context.png,katedolphintomatoinstright_context.png,katedolphintomatomodleft_context.png,1,inst,mod,L,R,398,3028,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphintomatoinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphintomatomodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphintomato_nopauses.mp3?raw=true,0.908540339
C,Post,8,Tom covered the girl with the water,covered,girl,water,girlladle,Sentence,1,InstControl,tomgirlwater_nopauses.mp3,tomgirlwaterinstleft_context.png,tomgirlwatermodright_context.png,tomgirlwatermodright_context.png,tomgirlwaterinstleft_context.png,2,mod,inst,R,L,601,2747,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlwatermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlwaterinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlwater_nopauses.mp3?raw=true,0.91903755
C,Post,23,Kate hit the buffalo with the ball,hit,buffalo,ball,buffalooar,Sentence,1,InstControl,katebuffaloball_nopauses.mp3,katebuffaloballinstleft_context.png,katebuffaloballmodright_context.png,katebuffaloballmodright_context.png,katebuffaloballinstleft_context.png,2,mod,inst,R,L,376,2218,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffaloballmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffaloballinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katebuffaloball_nopauses.mp3?raw=true,0.926718942
C,Post,17,Kate hit the frog with the oven mitt,hit,frog,oven mitt,frogtennisracket,Sentence,1,InstControl,katefrogovenmitt_nopauses.mp3,katefrogovenmittinstleft_context.png,katefrogovenmittmodright_context.png,katefrogovenmittmodright_context.png,katefrogovenmittinstleft_context.png,2,mod,inst,R,L,380,2401,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogovenmittmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogovenmittinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrogovenmitt_nopauses.mp3?raw=true,0.938542197
C,Post,48,Tom hammered the hawk with the horseshoe,hammered,hawk,horseshoe,hawkoar,Sentence,1,InstControl,tomhawkhorseshoe_nopauses.mp3,tomhawkhorseshoeinstright_context.png,tomhawkhorseshoemodleft_context.png,tomhawkhorseshoeinstright_context.png,tomhawkhorseshoemodleft_context.png,1,inst,mod,L,R,584,2842,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkhorseshoeinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkhorseshoemodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkhorseshoe_nopauses.mp3?raw=true,0.94382813
