TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
72,Training,46,Who did it?,chose,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.57664443,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
73,Training,67,Tom inspected the pig with the chopsticks,inspected,pig,chopsticks,Sentence,1,ModControl,7,tompigchopsticks_nopauses.mp3,tompigchopsticksmodleft.png,tompigchopsticksinstright.png,tompigchopsticksinstright.png,tompigchopsticksmodleft.png,2,inst,mod,L,R,574,3106,0.588275805,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigchopsticksinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigchopsticksmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigchopsticks_nopauses.mp3?raw=true
74,Training,67,Who did not do it?,inspected,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,0.588275805,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
75,Training,55,Tom glanced at the pig with the crystal,glanced at,pig,crystal,Sentence,1,ModControl,7,tompigcrystal_nopauses.mp3,tompigcrystalmodright.png,tompigcrystalinstleft.png,tompigcrystalmodright.png,tompigcrystalinstleft.png,1,mod,inst,R,L,586,2807,0.604406705,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigcrystalmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigcrystalinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigcrystal_nopauses.mp3?raw=true
76,Training,55,Who did not do it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,0.604406705,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
77,Training,11,Tom located the buffalo with the feather,located,buffalo,feather,Sentence,1,ModControl,11,tombuffalofeather_nopauses.mp3,tombuffalofeathermodright.png,tombuffalofeatherinstleft.png,tombuffalofeathermodright.png,tombuffalofeatherinstleft.png,1,mod,inst,R,L,541,2887,0.605186099,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalofeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalofeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalofeather_nopauses.mp3?raw=true
78,Training,11,Who did it?,located,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.605186099,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
79,Training,43,Tom chose the pig with the sticky note,chose,pig,sticky note,Sentence,1,ModControl,7,tompigstickynote_nopauses.mp3,tompigstickynotemodleft.png,tompigstickynoteinstright.png,tompigstickynoteinstright.png,tompigstickynotemodleft.png,2,inst,mod,L,R,537,2517,0.660834164,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigstickynoteinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigstickynotemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigstickynote_nopauses.mp3?raw=true
80,Training,43,Who did it?,chose,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.660834164,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
81,Training,19,Tom felt the pig with the pillow,felt,pig,pillow,Sentence,1,ModControl,7,tompigpillow_nopauses.mp3,tompigpillowmodleft.png,tompigpillowinstright.png,tompigpillowinstright.png,tompigpillowmodleft.png,2,inst,mod,L,R,556,2176,0.671556039,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigpillowinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigpillowmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigpillow_nopauses.mp3?raw=true
82,Training,19,Who did it?,felt,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.671556039,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
83,Training,3,Tom located the fox with the grass,located,fox,grass,Sentence,1,ModControl,3,tomfoxgrass_nopauses.mp3,tomfoxgrassmodright.png,tomfoxgrassinstleft.png,tomfoxgrassmodright.png,tomfoxgrassinstleft.png,1,mod,inst,R,L,543,2640,0.681631588,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxgrassmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxgrassinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxgrass_nopauses.mp3?raw=true
84,Training,3,Who did it?,located,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.681631588,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
85,Training,26,Kate moved the cow with the watering can,moved,cow,watering can,Sentence,1,ModControl,2,katecowwateringcan_nopauses.mp3,katecowwateringcanmodleft.png,katecowwateringcaninstright.png,katecowwateringcaninstright.png,katecowwateringcanmodleft.png,2,inst,mod,L,R,357,2807,0.687332924,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowwateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowwateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowwateringcan_nopauses.mp3?raw=true
86,Training,26,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.687332924,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
87,Training,68,Kate inspected the girl with the chopsticks,inspected,girl,chopsticks,Sentence,1,ModControl,8,kategirlchopsticks_nopauses.mp3,kategirlchopsticksmodright.png,kategirlchopsticksinstleft.png,kategirlchopsticksmodright.png,kategirlchopsticksinstleft.png,1,mod,inst,R,L,468,3157,0.726855497,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlchopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlchopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlchopsticks_nopauses.mp3?raw=true
88,Training,68,Who did it?,inspected,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.726855497,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
89,Training,30,Kate moved the turtle with the watering can,moved,turtle,watering can,Sentence,1,ModControl,6,kateturtlewateringcan_nopauses.mp3,kateturtlewateringcanmodleft.png,kateturtlewateringcaninstright.png,kateturtlewateringcaninstright.png,kateturtlewateringcanmodleft.png,2,inst,mod,L,R,420,2860,0.733859577,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlewateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlewateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtlewateringcan_nopauses.mp3?raw=true
90,Training,30,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.733859577,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
91,Training,41,Tom chose the frog with the tape,chose,frog,tape,Sentence,1,ModControl,5,tomfrogtape_nopauses.mp3,tomfrogtapemodleft.png,tomfrogtapeinstright.png,tomfrogtapeinstright.png,tomfrogtapemodleft.png,2,inst,mod,L,R,501,2346,0.762159424,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogtapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogtapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogtape_nopauses.mp3?raw=true
92,Training,41,Who did not do it?,chose,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,1498,0.762159424,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
93,Training,49,Tom glanced at the dolphin with the jewel,glanced at,dolphin,jewel,Sentence,1,ModControl,1,tomdolphinjewel_nopauses.mp3,tomdolphinjewelmodright.png,tomdolphinjewelinstleft.png,tomdolphinjewelmodright.png,tomdolphinjewelinstleft.png,1,mod,inst,R,L,567,2878,0.771288656,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinjewel_nopauses.mp3?raw=true
94,Training,49,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.771288656,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
95,Training,38,Kate chose the cow with the tape,chose,cow,tape,Sentence,1,ModControl,2,katecowtape_nopauses.mp3,katecowtapemodright.png,katecowtapeinstleft.png,katecowtapemodright.png,katecowtapeinstleft.png,1,mod,inst,R,L,382,2173,0.774201488,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowtapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowtapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowtape_nopauses.mp3?raw=true
96,Training,38,Who did it?,chose,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.774201488,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
97,Training,62,Kate inspected the cow with the stick,inspected,cow,stick,Sentence,1,ModControl,2,katecowstick_nopauses.mp3,katecowstickmodright.png,katecowstickinstleft.png,katecowstickmodright.png,katecowstickinstleft.png,1,mod,inst,R,L,367,2495,0.802914177,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowstickmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowstickinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowstick_nopauses.mp3?raw=true
98,Training,62,Who did not do it?,inspected,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,1498,0.802914177,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
99,Training,6,Kate located the turtle with the grass,located,turtle,grass,Sentence,1,ModControl,6,kateturtlegrass_nopauses.mp3,kateturtlegrassmodleft.png,kateturtlegrassinstright.png,kateturtlegrassinstright.png,kateturtlegrassmodleft.png,2,inst,mod,L,R,340,2710,0.81163774,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlegrassinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlegrassmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtlegrass_nopauses.mp3?raw=true
100,Training,6,Who did it?,located,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.81163774,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
101,Training,2,Kate located the cow with the grass,located,cow,grass,Sentence,1,ModControl,2,katecowgrass_nopauses.mp3,katecowgrassmodleft.png,katecowgrassinstright.png,katecowgrassinstright.png,katecowgrassmodleft.png,2,inst,mod,L,R,366,2626,0.812448951,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowgrassinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowgrassmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowgrass_nopauses.mp3?raw=true
102,Training,2,Who did it?,located,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.812448951,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
103,Training,34,Kate moved the gorilla with the pan,moved,gorilla,pan,Sentence,1,ModControl,10,kategorillapan_nopauses.mp3,kategorillapanmodleft.png,kategorillapaninstright.png,kategorillapaninstright.png,kategorillapanmodleft.png,2,inst,mod,L,R,399,2373,0.817679529,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillapan_nopauses.mp3?raw=true
104,Training,34,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.817679529,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
105,Training,7,Tom located the pig with the feather,located,pig,feather,Sentence,1,ModControl,7,tompigfeather_nopauses.mp3,tompigfeathermodright.png,tompigfeatherinstleft.png,tompigfeathermodright.png,tompigfeatherinstleft.png,1,mod,inst,R,L,518,2573,0.818407612,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigfeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigfeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigfeather_nopauses.mp3?raw=true
106,Training,7,Who did it?,located,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.818407612,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
107,Training,16,Kate felt the lion with the leaf,felt,lion,leaf,Sentence,1,ModControl,4,katelionleaf_nopauses.mp3,katelionleafmodright.png,katelionleafinstleft.png,katelionleafmodright.png,katelionleafinstleft.png,1,mod,inst,R,L,350,1959,0.820690508,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionleafmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionleafinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katelionleaf_nopauses.mp3?raw=true
108,Training,16,Who did not do it?,felt,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,1498,0.820690508,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
109,Training,51,Tom glanced at the fox with the jewel,glanced at,fox,jewel,Sentence,1,ModControl,3,tomfoxjewel_nopauses.mp3,tomfoxjewelmodright.png,tomfoxjewelinstleft.png,tomfoxjewelmodright.png,tomfoxjewelinstleft.png,1,mod,inst,R,L,559,2591,0.83021475,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxjewel_nopauses.mp3?raw=true
110,Training,51,Who did not do it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidnotdoit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,1498,0.83021475,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidnotdoit.mp3?raw=true
111,Training,56,Kate glanced at the girl with the crystal,glanced at,girl,crystal,Sentence,1,ModControl,8,kategirlcrystal_nopauses.mp3,kategirlcrystalmodleft.png,kategirlcrystalinstright.png,kategirlcrystalinstright.png,kategirlcrystalmodleft.png,2,inst,mod,L,R,428,2749,0.834998941,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlcrystal_nopauses.mp3?raw=true
112,Training,56,Who did it?,glanced at,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.834998941,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
113,Training,25,Tom moved the dolphin with the watering can,moved,dolphin,watering can,Sentence,1,ModControl,1,tomdolphinwateringcan_nopauses.mp3,tomdolphinwateringcanmodright.png,tomdolphinwateringcaninstleft.png,tomdolphinwateringcanmodright.png,tomdolphinwateringcaninstleft.png,1,mod,inst,R,L,487,2883,0.857044623,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinwateringcan_nopauses.mp3?raw=true
114,Training,25,Who did it?,moved,NA,NA,Question_Control,1,ModControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.857044623,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whodidit.mp3?raw=true
115,Training,53,Tom glanced at the frog with the jewel,glanced at,frog,jewel,Sentence,1,ModControl,5,tomfrogjewel_nopauses.mp3,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,1,mod,inst,R,L,594,2626,0.857212666,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogjewel_nopauses.mp3?raw=true
