TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
44,Training,65,Which toy did Tom inspect?,inspected,NA,NA,Question_Congruent,1,Mod,,whichtoytominspect.mp3,frogstick.png,frogchopsticks.png,frogstick.png,frogchopsticks.png,1,congruent,incongruent,NA,NA,1,2101,0.262184514,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/frogstick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/frogchopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoytominspect.mp3?raw=true
45,Training,41,Tom chose the frog with the tape,chose,frog,tape,Sentence,1,Mod,5,tomfrogtape_nopauses.mp3,tomfrogtapemodleft.png,tomfrogtapeinstright.png,tomfrogtapeinstright.png,tomfrogtapemodleft.png,2,inst,mod,L,R,501,2346,0.281590042,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogtapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogtapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogtape_nopauses.mp3?raw=true
46,Training,41,What did Tom use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,tape.png,stickynote.png,tape.png,stickynote.png,1,congruent,incongruent,NA,NA,1,1544,0.281590042,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
47,Training,60,Kate glanced at the hawk with the crystal,glanced at,hawk,crystal,Sentence,1,Mod,12,katehawkcrystal_nopauses.mp3,katehawkcrystalmodleft.png,katehawkcrystalinstright.png,katehawkcrystalinstright.png,katehawkcrystalmodleft.png,2,inst,mod,L,R,381,2714,0.291714702,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkcrystal_nopauses.mp3?raw=true
48,Training,60,Which toy did Kate glance at?,glanced at,NA,NA,Question_Congruent,1,Mod,,whichtoykateglance.mp3,hawkcrystal.png,hawkjewel.png,hawkjewel.png,hawkcrystal.png,2,incongruent,congruent,NA,NA,1,2264,0.291714702,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/hawkjewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/hawkcrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoykateglance.mp3?raw=true
49,Training,34,Kate moved the gorilla with the pan,moved,gorilla,pan,Sentence,1,Mod,10,kategorillapan_nopauses.mp3,kategorillapanmodleft.png,kategorillapaninstright.png,kategorillapaninstright.png,kategorillapanmodleft.png,2,inst,mod,L,R,399,2373,0.292762994,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillapan_nopauses.mp3?raw=true
50,Training,34,What did Kate use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,pan.png,wateringcan.png,pan.png,wateringcan.png,1,congruent,incongruent,NA,NA,1,1405,0.292762994,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
51,Training,39,Tom chose the fox with the tape,chose,fox,tape,Sentence,1,Mod,3,tomfoxtape_nopauses.mp3,tomfoxtapemodleft.png,tomfoxtapeinstright.png,tomfoxtapeinstright.png,tomfoxtapemodleft.png,2,inst,mod,L,R,506,2282,0.30209617,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxtapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxtapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxtape_nopauses.mp3?raw=true
52,Training,39,Which toy did Tom choose?,chose,NA,NA,Question_Congruent,1,Mod,,whichtoytomchoose.mp3,foxtape.png,foxstickynote.png,foxstickynote.png,foxtape.png,2,incongruent,congruent,NA,NA,1,2055,0.30209617,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/foxstickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/foxtape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoytomchoose.mp3?raw=true
53,Training,47,Tom chose the buffalo with the sticky note,chose,buffalo,sticky note,Sentence,1,Mod,11,tombuffalostickynote_nopauses.mp3,tombuffalostickynotemodleft.png,tombuffalostickynoteinstright.png,tombuffalostickynoteinstright.png,tombuffalostickynotemodleft.png,2,inst,mod,L,R,518,2732,0.336616624,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalostickynoteinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalostickynotemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalostickynote_nopauses.mp3?raw=true
54,Training,47,What did Tom use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,stickynote.png,tape.png,tape.png,stickynote.png,2,incongruent,congruent,NA,NA,1,1544,0.336616624,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
55,Training,28,Kate moved the lion with the watering can,moved,lion,watering can,Sentence,1,Mod,4,katelionwateringcan_nopauses.mp3,katelionwateringcanmodleft.png,katelionwateringcaninstright.png,katelionwateringcaninstright.png,katelionwateringcanmodleft.png,2,inst,mod,L,R,381,2921,0.342575598,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionwateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionwateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katelionwateringcan_nopauses.mp3?raw=true
56,Training,28,Which toy did Kate move?,moved,NA,NA,Question_Congruent,1,Mod,,whichtoykatemove.mp3,lionwateringcan.png,lionpan.png,lionpan.png,lionwateringcan.png,2,incongruent,congruent,NA,NA,1,1846,0.342575598,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/lionpan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/lionwateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoykatemove.mp3?raw=true
57,Training,17,Tom felt the frog with the leaf,felt,frog,leaf,Sentence,1,Mod,5,tomfrogleaf_nopauses.mp3,tomfrogleafmodleft.png,tomfrogleafinstright.png,tomfrogleafinstright.png,tomfrogleafmodleft.png,2,inst,mod,L,R,443,1874,0.345272003,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogleafinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogleafmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogleaf_nopauses.mp3?raw=true
58,Training,17,What did Tom use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,leaf.png,pillow.png,leaf.png,pillow.png,1,congruent,incongruent,NA,NA,1,1544,0.345272003,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
59,Training,61,Tom inspected the dolphin with the stick,inspected,dolphin,stick,Sentence,1,Mod,1,tomdolphinstick_nopauses.mp3,tomdolphinstickmodleft.png,tomdolphinstickinstright.png,tomdolphinstickinstright.png,tomdolphinstickmodleft.png,2,inst,mod,L,R,556,2981,0.352522505,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinstickinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinstickmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinstick_nopauses.mp3?raw=true
60,Training,61,Which toy did Tom inspect?,inspected,NA,NA,Question_Congruent,1,Mod,,whichtoytominspect.mp3,dolphinstick.png,dolphinchopsticks.png,dolphinstick.png,dolphinchopsticks.png,1,congruent,incongruent,NA,NA,1,2101,0.352522505,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/dolphinstick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/dolphinchopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoytominspect.mp3?raw=true
61,Training,55,Tom glanced at the pig with the crystal,glanced at,pig,crystal,Sentence,1,Mod,7,tompigcrystal_nopauses.mp3,tompigcrystalmodright.png,tompigcrystalinstleft.png,tompigcrystalmodright.png,tompigcrystalinstleft.png,1,mod,inst,R,L,586,2807,0.356906542,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigcrystalmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigcrystalinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigcrystal_nopauses.mp3?raw=true
62,Training,55,What did Tom use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,crystal.png,jewel.png,jewel.png,crystal.png,2,incongruent,congruent,NA,NA,1,1544,0.356906542,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
63,Training,52,Kate glanced at the lion with the jewel,glanced at,lion,jewel,Sentence,1,Mod,4,katelionjewel_nopauses.mp3,katelionjewelmodleft.png,katelionjewelinstright.png,katelionjewelinstright.png,katelionjewelmodleft.png,2,inst,mod,L,R,392,2710,0.406888155,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionjewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionjewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katelionjewel_nopauses.mp3?raw=true
64,Training,52,What did Kate use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,jewel.png,crystal.png,crystal.png,jewel.png,2,incongruent,congruent,NA,NA,1,1405,0.406888155,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
65,Training,29,Tom moved the frog with the watering can,moved,frog,watering can,Sentence,1,Mod,5,tomfrogwateringcan_nopauses.mp3,tomfrogwateringcanmodright.png,tomfrogwateringcaninstleft.png,tomfrogwateringcanmodright.png,tomfrogwateringcaninstleft.png,1,mod,inst,R,L,477,2986,0.409899108,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogwateringcan_nopauses.mp3?raw=true
66,Training,29,What did Tom use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,wateringcan.png,pan.png,wateringcan.png,pan.png,1,congruent,incongruent,NA,NA,1,1544,0.409899108,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
67,Training,70,Kate inspected the gorilla with the chopsticks,inspected,gorilla,chopsticks,Sentence,1,Mod,10,kategorillachopsticks_nopauses.mp3,kategorillachopsticksmodright.png,kategorillachopsticksinstleft.png,kategorillachopsticksmodright.png,kategorillachopsticksinstleft.png,1,mod,inst,R,L,449,3411,0.419788843,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillachopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillachopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillachopsticks_nopauses.mp3?raw=true
68,Training,70,What did Kate use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,chopsticks.png,stick.png,chopsticks.png,stick.png,1,congruent,incongruent,NA,NA,1,1405,0.419788843,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
69,Training,24,Kate felt the hawk with the pillow,felt,hawk,pillow,Sentence,1,Mod,12,katehawkpillow_nopauses.mp3,katehawkpillowmodright.png,katehawkpillowinstleft.png,katehawkpillowmodright.png,katehawkpillowinstleft.png,1,mod,inst,R,L,365,1903,0.438617163,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkpillowmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkpillowinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkpillow_nopauses.mp3?raw=true
70,Training,24,What did Kate use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,pillow.png,leaf.png,leaf.png,pillow.png,2,incongruent,congruent,NA,NA,1,1405,0.438617163,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
71,Training,36,Kate moved the hawk with the pan,moved,hawk,pan,Sentence,1,Mod,12,katehawkpan_nopauses.mp3,katehawkpanmodleft.png,katehawkpaninstright.png,katehawkpaninstright.png,katehawkpanmodleft.png,2,inst,mod,L,R,369,2241,0.439618113,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkpaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkpanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkpan_nopauses.mp3?raw=true
72,Training,36,What did Kate use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,pan.png,wateringcan.png,wateringcan.png,pan.png,2,incongruent,congruent,NA,NA,1,1405,0.439618113,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
73,Training,68,Kate inspected the girl with the chopsticks,inspected,girl,chopsticks,Sentence,1,Mod,8,kategirlchopsticks_nopauses.mp3,kategirlchopsticksmodright.png,kategirlchopsticksinstleft.png,kategirlchopsticksmodright.png,kategirlchopsticksinstleft.png,1,mod,inst,R,L,468,3157,0.444890302,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlchopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlchopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlchopsticks_nopauses.mp3?raw=true
74,Training,68,What did Kate use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,chopsticks.png,stick.png,stick.png,chopsticks.png,2,incongruent,congruent,NA,NA,1,1405,0.444890302,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
75,Training,69,Tom inspected the whale with the chopsticks,inspected,whale,chopsticks,Sentence,1,Mod,9,tomwhalechopsticks_nopauses.mp3,tomwhalechopsticksmodleft.png,tomwhalechopsticksinstright.png,tomwhalechopsticksinstright.png,tomwhalechopsticksmodleft.png,2,inst,mod,L,R,567,3232,0.452573021,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalechopsticksinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalechopsticksmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalechopsticks_nopauses.mp3?raw=true
76,Training,69,What did Tom use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,chopsticks.png,stick.png,chopsticks.png,stick.png,1,congruent,incongruent,NA,NA,1,1544,0.452573021,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
77,Training,21,Tom felt the whale with the pillow,felt,whale,pillow,Sentence,1,Mod,9,tomwhalepillow_nopauses.mp3,tomwhalepillowmodleft.png,tomwhalepillowinstright.png,tomwhalepillowinstright.png,tomwhalepillowmodleft.png,2,inst,mod,L,R,514,2198,0.48445506,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalepillowinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalepillowmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalepillow_nopauses.mp3?raw=true
78,Training,21,What did Tom use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,pillow.png,leaf.png,pillow.png,leaf.png,1,congruent,incongruent,NA,NA,1,1544,0.48445506,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
79,Training,6,Kate located the turtle with the grass,located,turtle,grass,Sentence,1,Mod,6,kateturtlegrass_nopauses.mp3,kateturtlegrassmodleft.png,kateturtlegrassinstright.png,kateturtlegrassinstright.png,kateturtlegrassmodleft.png,2,inst,mod,L,R,340,2710,0.488938821,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlegrassinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlegrassmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtlegrass_nopauses.mp3?raw=true
80,Training,6,Which toy did Kate locate?,located,NA,NA,Question_Congruent,1,Mod,,whichtoykatelocate.mp3,turtlegrass.png,turtlefeather.png,turtlegrass.png,turtlefeather.png,1,congruent,incongruent,NA,NA,1,2287,0.488938821,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/turtlegrass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/turtlefeather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoykatelocate.mp3?raw=true
81,Training,22,Kate felt the gorilla with the pillow,felt,gorilla,pillow,Sentence,1,Mod,10,kategorillapillow_nopauses.mp3,kategorillapillowmodright.png,kategorillapillowinstleft.png,kategorillapillowmodright.png,kategorillapillowinstleft.png,1,mod,inst,R,L,370,2205,0.492340108,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapillowmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillapillowinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillapillow_nopauses.mp3?raw=true
82,Training,22,What did Kate use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,pillow.png,leaf.png,pillow.png,leaf.png,1,congruent,incongruent,NA,NA,1,1405,0.492340108,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
83,Training,31,Tom moved the pig with the pan,moved,pig,pan,Sentence,1,Mod,7,tompigpan_nopauses.mp3,tompigpanmodright.png,tompigpaninstleft.png,tompigpanmodright.png,tompigpaninstleft.png,1,mod,inst,R,L,507,2409,0.500877608,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigpanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigpaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigpan_nopauses.mp3?raw=true
84,Training,31,What did Tom use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,pan.png,wateringcan.png,wateringcan.png,pan.png,2,incongruent,congruent,NA,NA,1,1544,0.500877608,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
85,Training,4,Kate located the lion with the grass,located,lion,grass,Sentence,1,Mod,4,kateliongrass_nopauses.mp3,kateliongrassmodleft.png,kateliongrassinstright.png,kateliongrassinstright.png,kateliongrassmodleft.png,2,inst,mod,L,R,411,2687,0.533416782,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliongrassinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliongrassmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateliongrass_nopauses.mp3?raw=true
86,Training,4,What did Kate use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,grass.png,feather.png,feather.png,grass.png,2,incongruent,congruent,NA,NA,1,1405,0.533416782,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
