TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
1,Training,54,Kate glanced at the turtle with the jewel,glanced at,turtle,jewel,Sentence,1,Mod,6,kateturtlejewel_nopauses.mp3,kateturtlejewelmodleft.png,kateturtlejewelinstright.png,kateturtlejewelinstright.png,kateturtlejewelmodleft.png,2,inst,mod,L,R,355,2674,0.00048142,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlejewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlejewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtlejewel_nopauses.mp3?raw=true
2,Training,54,What did Kate use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,jewel.png,crystal.png,jewel.png,crystal.png,1,congruent,incongruent,NA,NA,1,1405,0.00048142,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
3,Training,59,Tom glanced at the buffalo with the crystal,glanced at,buffalo,crystal,Sentence,1,Mod,11,tombuffalocrystal_nopauses.mp3,tombuffalocrystalmodright.png,tombuffalocrystalinstleft.png,tombuffalocrystalmodright.png,tombuffalocrystalinstleft.png,1,mod,inst,R,L,583,2975,0.011561551,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalocrystalmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalocrystalinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalocrystal_nopauses.mp3?raw=true
4,Training,59,Which toy did Tom glance at?,glanced at,NA,NA,Question_Congruent,1,Mod,,whichtoytomglance.mp3,buffalocrystal.png,buffalojewel.png,buffalojewel.png,buffalocrystal.png,2,incongruent,congruent,NA,NA,1,2176,0.011561551,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/buffalojewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/buffalocrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoytomglance.mp3?raw=true
5,Training,37,Tom chose the dolphin with the tape,chose,dolphin,tape,Sentence,1,Mod,1,tomdolphintape_nopauses.mp3,tomdolphintapemodleft.png,tomdolphintapeinstright.png,tomdolphintapeinstright.png,tomdolphintapemodleft.png,2,inst,mod,L,R,527,2361,0.036304052,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphintapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphintapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphintape_nopauses.mp3?raw=true
6,Training,37,What did Tom use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,tape.png,stickynote.png,tape.png,stickynote.png,1,congruent,incongruent,NA,NA,1,1544,0.036304052,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
7,Training,7,Tom located the pig with the feather,located,pig,feather,Sentence,1,Mod,7,tompigfeather_nopauses.mp3,tompigfeathermodright.png,tompigfeatherinstleft.png,tompigfeathermodright.png,tompigfeatherinstleft.png,1,mod,inst,R,L,518,2573,0.041918232,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigfeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigfeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigfeather_nopauses.mp3?raw=true
8,Training,7,What did Tom use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,feather.png,grass.png,grass.png,feather.png,2,incongruent,congruent,NA,NA,1,1544,0.041918232,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
9,Training,42,Kate chose the turtle with the tape,chose,turtle,tape,Sentence,1,Mod,6,kateturtletape_nopauses.mp3,kateturtletapemodright.png,kateturtletapeinstleft.png,kateturtletapemodright.png,kateturtletapeinstleft.png,1,mod,inst,R,L,367,2167,0.046065067,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtletapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtletapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtletape_nopauses.mp3?raw=true
10,Training,42,What did Kate use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,tape.png,stickynote.png,tape.png,stickynote.png,1,congruent,incongruent,NA,NA,1,1405,0.046065067,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
11,Training,12,Kate located the hawk with the feather,located,hawk,feather,Sentence,1,Mod,12,katehawkfeather_nopauses.mp3,katehawkfeathermodleft.png,katehawkfeatherinstright.png,katehawkfeatherinstright.png,katehawkfeathermodleft.png,2,inst,mod,L,R,381,2483,0.069971891,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkfeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkfeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkfeather_nopauses.mp3?raw=true
12,Training,12,"What did Kate use?	",located,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,feather.png,grass.png,grass.png,feather.png,2,incongruent,congruent,NA,NA,1,1405,0.069971891,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
13,Training,1,Tom located the dolphin with the grass,located,dolphin,grass,Sentence,1,Mod,1,tomdolphingrass_nopauses.mp3,tomdolphingrassmodright.png,tomdolphingrassinstleft.png,tomdolphingrassmodright.png,tomdolphingrassinstleft.png,1,mod,inst,R,L,588,3180,0.091766556,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphingrassmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphingrassinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphingrass_nopauses.mp3?raw=true
14,Training,1,Which toy did Tom locate?,located,NA,NA,Question_Congruent,1,Mod,,whichtoytomlocate.mp3,dolphingrass.png,dolphinfeather.png,dolphingrass.png,dolphinfeather.png,1,congruent,incongruent,NA,NA,1,2171,0.091766556,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/dolphingrass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/dolphinfeather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoytomlocate.mp3?raw=true
15,Training,23,Tom felt the buffalo with the pillow,felt,buffalo,pillow,Sentence,1,Mod,11,tombuffalopillow_nopauses.mp3,tombuffalopillowmodleft.png,tombuffalopillowinstright.png,tombuffalopillowinstright.png,tombuffalopillowmodleft.png,2,inst,mod,L,R,541,2299,0.091918562,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopillowinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopillowmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalopillow_nopauses.mp3?raw=true
16,Training,23,What did Tom use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,pillow.png,leaf.png,leaf.png,pillow.png,2,incongruent,congruent,NA,NA,1,1544,0.091918562,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
17,Training,13,Tom felt the dolphin with the leaf,felt,dolphin,leaf,Sentence,1,Mod,1,tomdolphinleaf_nopauses.mp3,tomdolphinleafmodleft.png,tomdolphinleafinstright.png,tomdolphinleafinstright.png,tomdolphinleafmodleft.png,2,inst,mod,L,R,513,2187,0.150875516,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinleafinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinleafmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinleaf_nopauses.mp3?raw=true
18,Training,13,What did Tom use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,leaf.png,pillow.png,leaf.png,pillow.png,1,congruent,incongruent,NA,NA,1,1544,0.150875516,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
19,Training,50,Kate glanced at the cow with the jewel,glanced at,cow,jewel,Sentence,1,Mod,2,katecowjewel_nopauses.mp3,katecowjewelmodleft.png,katecowjewelinstright.png,katecowjewelinstright.png,katecowjewelmodleft.png,2,inst,mod,L,R,408,2694,0.169541455,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowjewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowjewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowjewel_nopauses.mp3?raw=true
20,Training,50,What did Kate use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,jewel.png,crystal.png,jewel.png,crystal.png,1,congruent,incongruent,NA,NA,1,1405,0.169541455,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
21,Training,64,Kate inspected the lion with the stick,inspected,lion,stick,Sentence,1,Mod,4,katelionstick_nopauses.mp3,katelionstickmodright.png,katelionstickinstleft.png,katelionstickmodright.png,katelionstickinstleft.png,1,mod,inst,R,L,375,2737,0.172052053,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionstickmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionstickinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katelionstick_nopauses.mp3?raw=true
22,Training,64,What did Kate use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,stick.png,chopsticks.png,chopsticks.png,stick.png,2,incongruent,congruent,NA,NA,1,1405,0.172052053,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
23,Training,38,Kate chose the cow with the tape,chose,cow,tape,Sentence,1,Mod,2,katecowtape_nopauses.mp3,katecowtapemodright.png,katecowtapeinstleft.png,katecowtapemodright.png,katecowtapeinstleft.png,1,mod,inst,R,L,382,2173,0.176443003,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowtapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowtapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowtape_nopauses.mp3?raw=true
24,Training,38,What did Kate use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,tape.png,stickynote.png,tape.png,stickynote.png,1,congruent,incongruent,NA,NA,1,1405,0.176443003,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
25,Training,51,Tom glanced at the fox with the jewel,glanced at,fox,jewel,Sentence,1,Mod,3,tomfoxjewel_nopauses.mp3,tomfoxjewelmodright.png,tomfoxjewelinstleft.png,tomfoxjewelmodright.png,tomfoxjewelinstleft.png,1,mod,inst,R,L,559,2591,0.186224908,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxjewel_nopauses.mp3?raw=true
26,Training,51,What did Tom use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,jewel.png,crystal.png,crystal.png,jewel.png,2,incongruent,congruent,NA,NA,1,1544,0.186224908,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
27,Training,3,Tom located the fox with the grass,located,fox,grass,Sentence,1,Mod,3,tomfoxgrass_nopauses.mp3,tomfoxgrassmodright.png,tomfoxgrassinstleft.png,tomfoxgrassmodright.png,tomfoxgrassinstleft.png,1,mod,inst,R,L,543,2640,0.187740024,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxgrassmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxgrassinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxgrass_nopauses.mp3?raw=true
28,Training,3,What did Tom use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,grass.png,feather.png,feather.png,grass.png,2,incongruent,congruent,NA,NA,1,1544,0.187740024,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
29,Training,2,Kate located the cow with the grass,located,cow,grass,Sentence,1,Mod,2,katecowgrass_nopauses.mp3,katecowgrassmodleft.png,katecowgrassinstright.png,katecowgrassinstright.png,katecowgrassmodleft.png,2,inst,mod,L,R,366,2626,0.192360443,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowgrassinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowgrassmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowgrass_nopauses.mp3?raw=true
30,Training,2,What did Kate use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,grass.png,feather.png,grass.png,feather.png,1,congruent,incongruent,NA,NA,1,1405,0.192360443,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
31,Training,8,Kate located the girl with the feather,located,girl,feather,Sentence,1,Mod,8,kategirlfeather_nopauses.mp3,kategirlfeathermodleft.png,kategirlfeatherinstright.png,kategirlfeatherinstright.png,kategirlfeathermodleft.png,2,inst,mod,L,R,344,2500,0.192559068,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlfeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlfeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlfeather_nopauses.mp3?raw=true
32,Training,8,What did Kate use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,feather.png,grass.png,grass.png,feather.png,2,incongruent,congruent,NA,NA,1,1405,0.192559068,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
33,Training,72,Kate inspected the hawk with the chopsticks,inspected,hawk,chopsticks,Sentence,1,Mod,12,katehawkchopsticks_nopauses.mp3,katehawkchopsticksmodright.png,katehawkchopsticksinstleft.png,katehawkchopsticksmodright.png,katehawkchopsticksinstleft.png,1,mod,inst,R,L,412,3037,0.194071409,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkchopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkchopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkchopsticks_nopauses.mp3?raw=true
34,Training,72,What did Kate use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,chopsticks.png,stick.png,stick.png,chopsticks.png,2,incongruent,congruent,NA,NA,1,1405,0.194071409,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
35,Training,66,Kate inspected the turtle with the stick,inspected,turtle,stick,Sentence,1,Mod,6,kateturtlestick_nopauses.mp3,kateturtlestickmodright.png,kateturtlestickinstleft.png,kateturtlestickmodright.png,kateturtlestickinstleft.png,1,mod,inst,R,L,460,2893,0.200019887,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlestickmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlestickinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtlestick_nopauses.mp3?raw=true
36,Training,66,What did Kate use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,stick.png,chopsticks.png,stick.png,chopsticks.png,1,congruent,incongruent,NA,NA,1,1405,0.200019887,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
37,Training,20,Kate felt the girl with the pillow,felt,girl,pillow,Sentence,1,Mod,8,kategirlpillow_nopauses.mp3,kategirlpillowmodright.png,kategirlpillowinstleft.png,kategirlpillowmodright.png,kategirlpillowinstleft.png,1,mod,inst,R,L,366,2006,0.222301652,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlpillowmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlpillowinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlpillow_nopauses.mp3?raw=true
38,Training,20,What did Kate use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,pillow.png,leaf.png,leaf.png,pillow.png,2,incongruent,congruent,NA,NA,1,1405,0.222301652,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
39,Training,45,Tom chose the whale with the sticky note,chose,whale,sticky note,Sentence,1,Mod,9,tomwhalestickynote_nopauses.mp3,tomwhalestickynotemodleft.png,tomwhalestickynoteinstright.png,tomwhalestickynoteinstright.png,tomwhalestickynotemodleft.png,2,inst,mod,L,R,571,2520,0.225165043,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalestickynoteinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalestickynotemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalestickynote_nopauses.mp3?raw=true
40,Training,45,What did Tom use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,stickynote.png,tape.png,stickynote.png,tape.png,1,congruent,incongruent,NA,NA,1,1544,0.225165043,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
41,Training,44,Kate chose the girl with the sticky note,chose,girl,sticky note,Sentence,1,Mod,8,kategirlstickynote_nopauses.mp3,kategirlstickynotemodright.png,kategirlstickynoteinstleft.png,kategirlstickynotemodright.png,kategirlstickynoteinstleft.png,1,mod,inst,R,L,377,2475,0.25970403,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlstickynotemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlstickynoteinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlstickynote_nopauses.mp3?raw=true
42,Training,44,Which toy did Kate choose?,chose,NA,NA,Question_Congruent,1,Mod,,whichtoykatechoose.mp3,girlstickynote.png,girltape.png,girltape.png,girlstickynote.png,2,incongruent,congruent,NA,NA,1,2067,0.25970403,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/girltape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/girlstickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoykatechoose.mp3?raw=true
43,Training,65,Tom inspected the frog with the stick,inspected,frog,stick,Sentence,1,Mod,5,tomfrogstick_nopauses.mp3,tomfrogstickmodleft.png,tomfrogstickinstright.png,tomfrogstickinstright.png,tomfrogstickmodleft.png,2,inst,mod,L,R,557,2964,0.262184514,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogstickinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogstickmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogstick_nopauses.mp3?raw=true
