Group,Block,TrialOrder,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
A,Post,1,140,Tom smashed the girl with the flower pot,smashed,girl,flower pot,girloar,Sentence,1,Inst,,tomgirlflowerpot_nopauses.mp3,tomgirlflowerpotinstright_context.png,tomgirlflowerpotmodleft_context.png,tomgirlflowerpotinstright_context.png,tomgirlflowerpotmodleft_context.png,1,inst,mod,L,R,616,3441,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlflowerpotinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlflowerpotmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlflowerpot_nopauses.mp3?raw=true,0.003891652
A,Post,2,105,Kate crushed the whale with the pear,crushed,whale,pear,whaleladle,Sentence,1,Inst,,katewhalepear_nopauses.mp3,katewhalepearinstright_context.png,katewhalepearmodleft_context.png,katewhalepearinstright_context.png,katewhalepearmodleft_context.png,1,inst,mod,L,R,342,2648,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalepearinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalepearmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katewhalepear_nopauses.mp3?raw=true,0.007507135
A,Post,3,57,Kate tapped the whale with the boots,tapped,whale,boots,whaleladle,Sentence,1,Inst,,katewhaleboots_nopauses.mp3,katewhalebootsinstright_context.png,katewhalebootsmodleft_context.png,katewhalebootsinstright_context.png,katewhalebootsmodleft_context.png,1,inst,mod,L,R,380,2500,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalebootsinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalebootsmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katewhaleboots_nopauses.mp3?raw=true,0.021499092
A,Post,4,119,Kate stung the buffalo with the cactus,stung,buffalo,cactus,buffalooar,Sentence,1,Inst,,katebuffalocactus_nopauses.mp3,katebuffalocactusinstleft_context.png,katebuffalocactusmodright_context.png,katebuffalocactusmodright_context.png,katebuffalocactusinstleft_context.png,2,mod,inst,R,L,335,3187,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffalocactusmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffalocactusinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katebuffalocactus_nopauses.mp3?raw=true,0.042999065
A,Post,5,67,Kate scratched the pig with the sandpaper,scratched,pig,sandpaper,pigoar,Sentence,1,Inst,,katepigsandpaper_nopauses.mp3,katepigsandpaperinstleft_context.png,katepigsandpapermodright_context.png,katepigsandpapermodright_context.png,katepigsandpaperinstleft_context.png,2,mod,inst,R,L,419,3152,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigsandpapermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigsandpaperinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigsandpaper_nopauses.mp3?raw=true,0.056870141
A,Post,6,77,Kate jabbed the frog with the stick of celery,jabbed,frog,stick of celery,frogmallet,Sentence,1,Inst,,katefrogcelery_nopauses.mp3,katefrogceleryinstright_context.png,katefrogcelerymodleft_context.png,katefrogceleryinstright_context.png,katefrogcelerymodleft_context.png,1,inst,mod,L,R,414,3613,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogceleryinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogcelerymodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrogcelery_nopauses.mp3?raw=true,0.065088298
A,Post,7,98,Tom crushed the cow with the flower,crushed,cow,flower,cowmallet,Sentence,1,Inst,,tomcowflower_nopauses.mp3,tomcowflowerinstleft_context.png,tomcowflowermodright_context.png,tomcowflowermodright_context.png,tomcowflowerinstleft_context.png,2,mod,inst,R,L,576,2878,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowflowermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowflowerinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomcowflower_nopauses.mp3?raw=true,0.070717918
A,Post,8,23,Kate hit the buffalo with the ball,hit,buffalo,ball,buffalooar,Sentence,1,Inst,,katebuffaloball_nopauses.mp3,katebuffaloballinstleft_context.png,katebuffaloballmodright_context.png,katebuffaloballmodright_context.png,katebuffaloballinstleft_context.png,2,mod,inst,R,L,376,2218,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffaloballmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffaloballinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katebuffaloball_nopauses.mp3?raw=true,0.071151893
A,Post,9,37,Kate hammered the dolphin with the rock,hammered,dolphin,rock,dolphintennisracket,Sentence,1,Inst,,katedolphinrock_nopauses.mp3,katedolphinrockinstleft_context.png,katedolphinrockmodright_context.png,katedolphinrockmodright_context.png,katedolphinrockinstleft_context.png,2,mod,inst,R,L,404,2801,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinrockmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinrockinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphinrock_nopauses.mp3?raw=true,0.074663771
A,Post,10,20,Tom hit the girl with the ball,hit,girl,ball,girloar,Sentence,1,Inst,,tomgirlball_nopauses.mp3,tomgirlballinstright_context.png,tomgirlballmodleft_context.png,tomgirlballinstright_context.png,tomgirlballmodleft_context.png,1,inst,mod,L,R,521,2287,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlballinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlballmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlball_nopauses.mp3?raw=true,0.078474344
A,Post,11,115,Kate stung the pig with the cactus,stung,pig,cactus,pigoar,Sentence,1,Inst,,katepigcactus_nopauses.mp3,katepigcactusinstleft_context.png,katepigcactusmodright_context.png,katepigcactusmodright_context.png,katepigcactusinstleft_context.png,2,mod,inst,R,L,368,2660,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigcactusmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigcactusinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigcactus_nopauses.mp3?raw=true,0.079790126
A,Post,12,14,Tom hit the cow with the oven mitt,hit,cow,oven mitt,cowtennisracket,Sentence,1,Inst,,tomcowovenmitt_nopauses.mp3,tomcowovenmittinstright_context.png,tomcowovenmittmodleft_context.png,tomcowovenmittinstright_context.png,tomcowovenmittmodleft_context.png,1,inst,mod,L,R,558,2448,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowovenmittinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowovenmittmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomcowovenmitt_nopauses.mp3?raw=true,0.084647724
A,Post,13,49,Kate tapped the dolphin with the magic wand,tapped,dolphin,magic wand,dolphinmallet,Sentence,1,Inst,,katedolphinmagicwand_nopauses.mp3,katedolphinmagicwandinstright_context.png,katedolphinmagicwandmodleft_context.png,katedolphinmagicwandinstright_context.png,katedolphinmagicwandmodleft_context.png,1,inst,mod,L,R,385,3125,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinmagicwandinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinmagicwandmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphinmagicwand_nopauses.mp3?raw=true,0.090990836
A,Post,14,52,Tom tapped the lion with the magic wand,tapped,lion,magic wand,lionmallet,Sentence,1,Inst,,tomlionmagicwand_nopauses.mp3,tomlionmagicwandinstleft_context.png,tomlionmagicwandmodright_context.png,tomlionmagicwandmodright_context.png,tomlionmagicwandinstleft_context.png,2,mod,inst,R,L,512,3209,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionmagicwandmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionmagicwandinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomlionmagicwand_nopauses.mp3?raw=true,0.101382745
A,Post,15,83,Kate jabbed the buffalo with the carrot,jabbed,buffalo,carrot,buffaloladle,Sentence,1,Inst,,katebuffalocarrot_nopauses.mp3,katebuffalocarrotinstright_context.png,katebuffalocarrotmodleft_context.png,katebuffalocarrotinstright_context.png,katebuffalocarrotmodleft_context.png,1,inst,mod,L,R,407,3085,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffalocarrotinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffalocarrotmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katebuffalocarrot_nopauses.mp3?raw=true,0.103732233
A,Post,16,60,Tom tapped the hawk with the boots,tapped,hawk,boots,hawkladle,Sentence,1,Inst,,tomhawkboots_nopauses.mp3,tomhawkbootsinstleft_context.png,tomhawkbootsmodright_context.png,tomhawkbootsmodright_context.png,tomhawkbootsinstleft_context.png,2,mod,inst,R,L,570,2495,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkbootsmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkbootsinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkboots_nopauses.mp3?raw=true,0.119110226
A,Post,17,117,Kate stung the whale with the cactus,stung,whale,cactus,whaleoar,Sentence,1,Inst,,katewhalecactus_nopauses.mp3,katewhalecactusinstleft_context.png,katewhalecactusmodright_context.png,katewhalecactusmodright_context.png,katewhalecactusinstleft_context.png,2,mod,inst,R,L,303,2996,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalecactusmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalecactusinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katewhalecactus_nopauses.mp3?raw=true,0.122351074
A,Post,18,138,Tom smashed the turtle with the bowl,smashed,turtle,bowl,turtletennisracket,Sentence,1,Inst,,tomturtlebowl_nopauses.mp3,tomturtlebowlinstright_context.png,tomturtlebowlmodleft_context.png,tomturtlebowlinstright_context.png,tomturtlebowlmodleft_context.png,1,inst,mod,L,R,540,2891,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlebowlinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlebowlmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlebowl_nopauses.mp3?raw=true,0.122977685
A,Post,19,104,Tom crushed the girl with the pear,crushed,girl,pear,girlladle,Sentence,1,Inst,,tomgirlpear_nopauses.mp3,tomgirlpearinstleft_context.png,tomgirlpearmodright_context.png,tomgirlpearmodright_context.png,tomgirlpearinstleft_context.png,2,mod,inst,R,L,574,2878,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlpearmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlpearinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlpear_nopauses.mp3?raw=true,0.123291192
A,Post,20,55,Kate tapped the pig with the boots,tapped,pig,boots,pigladle,Sentence,1,Inst,,katepigboots_nopauses.mp3,katepigbootsinstright_context.png,katepigbootsmodleft_context.png,katepigbootsinstright_context.png,katepigbootsmodleft_context.png,1,inst,mod,L,R,355,2370,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigbootsinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigbootsmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigboots_nopauses.mp3?raw=true,0.133068502
A,Post,21,28,Tom knocked on the lion with the tomato,knocked on,lion,tomato,lionmallet,Sentence,1,Inst,,tomliontomato_nopauses.mp3,tomliontomatoinstleft_context.png,tomliontomatomodright_context.png,tomliontomatomodright_context.png,tomliontomatoinstleft_context.png,2,mod,inst,R,L,570,3218,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomliontomatomodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomliontomatoinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomliontomato_nopauses.mp3?raw=true,0.135934266
A,Post,22,2,Tom covered the cow with the fern,covered,cow,fern,cowmallet,Sentence,1,Inst,,tomcowfern_nopauses.mp3,tomcowferninstleft_context.png,tomcowfernmodright_context.png,tomcowfernmodright_context.png,tomcowferninstleft_context.png,2,mod,inst,R,L,592,2727,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowfernmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowferninstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomcowfern_nopauses.mp3?raw=true,0.158755966
A,Post,23,94,Tom rubbed the gorilla with the eraser,rubbed,gorilla,eraser,gorillaoar,Sentence,1,Inst,,tomgorillaeraser_nopauses.mp3,tomgorillaeraserinstright_context.png,tomgorillaerasermodleft_context.png,tomgorillaeraserinstright_context.png,tomgorillaerasermodleft_context.png,1,inst,mod,L,R,609,3219,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillaeraserinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillaerasermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgorillaeraser_nopauses.mp3?raw=true,0.164485685
A,Post,24,24,Tom hit the hawk with the ball,hit,hawk,ball,hawkoar,Sentence,1,Inst,,tomhawkball_nopauses.mp3,tomhawkballinstright_context.png,tomhawkballmodleft_context.png,tomhawkballinstright_context.png,tomhawkballmodleft_context.png,1,inst,mod,L,R,582,2259,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkballinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkballmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkball_nopauses.mp3?raw=true,0.168734791
A,Post,25,56,Tom tapped the girl with the boots,tapped,girl,boots,girlladle,Sentence,1,Inst,,tomgirlboots_nopauses.mp3,tomgirlbootsinstleft_context.png,tomgirlbootsmodright_context.png,tomgirlbootsmodright_context.png,tomgirlbootsinstleft_context.png,2,mod,inst,R,L,523,2548,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlbootsmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlbootsinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlboots_nopauses.mp3?raw=true,0.173047878
A,Post,26,144,Tom smashed the hawk with the flower pot,smashed,hawk,flower pot,hawkoar,Sentence,1,Inst,,tomhawkflowerpot_nopauses.mp3,tomhawkflowerpotinstright_context.png,tomhawkflowerpotmodleft_context.png,tomhawkflowerpotinstright_context.png,tomhawkflowerpotmodleft_context.png,1,inst,mod,L,R,569,3274,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkflowerpotinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkflowerpotmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkflowerpot_nopauses.mp3?raw=true,0.173133249
A,Post,27,89,Kate rubbed the frog with the soap,rubbed,frog,soap,frogtennisracket,Sentence,1,Inst,,katefrogsoap_nopauses.mp3,katefrogsoapinstleft_context.png,katefrogsoapmodright_context.png,katefrogsoapmodright_context.png,katefrogsoapinstleft_context.png,2,mod,inst,R,L,370,2593,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogsoapmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogsoapinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrogsoap_nopauses.mp3?raw=true,0.176170574
A,Post,28,30,Tom knocked on the turtle with the tomato,knocked on,turtle,tomato,turtlemallet,Sentence,1,Inst,,tomturtletomato_nopauses.mp3,tomturtletomatoinstleft_context.png,tomturtletomatomodright_context.png,tomturtletomatomodright_context.png,tomturtletomatoinstleft_context.png,2,mod,inst,R,L,547,2974,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtletomatomodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtletomatoinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtletomato_nopauses.mp3?raw=true,0.18995229
A,Post,29,76,Tom jabbed the lion with the stick of celery,jabbed,lion,stick of celery,lionmallet,Sentence,1,Inst,,tomlioncelery_nopauses.mp3,tomlionceleryinstleft_context.png,tomlioncelerymodright_context.png,tomlioncelerymodright_context.png,tomlionceleryinstleft_context.png,2,mod,inst,R,L,695,3731,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlioncelerymodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionceleryinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomlioncelery_nopauses.mp3?raw=true,0.198230962
A,Post,30,66,Tom scratched the turtle with the coral,scratched,turtle,coral,turtletennisracket,Sentence,1,Inst,,tomturtlecoral_nopauses.mp3,tomturtlecoralinstright_context.png,tomturtlecoralmodleft_context.png,tomturtlecoralinstright_context.png,tomturtlecoralmodleft_context.png,1,inst,mod,L,R,563,2922,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlecoralinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlecoralmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlecoral_nopauses.mp3?raw=true,0.198775985
A,Post,31,91,Kate rubbed the pig with the eraser,rubbed,pig,eraser,pigoar,Sentence,1,Inst,,katepigeraser_nopauses.mp3,katepigeraserinstleft_context.png,katepigerasermodright_context.png,katepigerasermodright_context.png,katepigeraserinstleft_context.png,2,mod,inst,R,L,382,2889,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigerasermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigeraserinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigeraser_nopauses.mp3?raw=true,0.226512716
A,Post,32,92,Tom rubbed the girl with the eraser,rubbed,girl,eraser,girloar,Sentence,1,Inst,,tomgirleraser_nopauses.mp3,tomgirleraserinstright_context.png,tomgirlerasermodleft_context.png,tomgirleraserinstright_context.png,tomgirlerasermodleft_context.png,1,inst,mod,L,R,569,3262,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirleraserinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlerasermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirleraser_nopauses.mp3?raw=true,0.238964537
A,Post,33,36,Tom knocked on the hawk with the cucumber,knocked on,hawk,cucumber,hawkladle,Sentence,1,Inst,,tomhawkcucumber_nopauses.mp3,tomhawkcucumberinstleft_context.png,tomhawkcucumbermodright_context.png,tomhawkcucumbermodright_context.png,tomhawkcucumberinstleft_context.png,2,mod,inst,R,L,544,3129,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkcucumbermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkcucumberinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkcucumber_nopauses.mp3?raw=true,0.241651935
A,Post,34,128,Tom slapped the girl with the notebook,slapped,girl,notebook,girlladle,Sentence,1,Inst,,tomgirlnotebook_nopauses.mp3,tomgirlnotebookinstleft_context.png,tomgirlnotebookmodright_context.png,tomgirlnotebookmodright_context.png,tomgirlnotebookinstleft_context.png,2,mod,inst,R,L,572,3028,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlnotebookmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlnotebookinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlnotebook_nopauses.mp3?raw=true,0.256382482
A,Post,35,84,Tom jabbed the hawk with the carrot,jabbed,hawk,carrot,hawkladle,Sentence,1,Inst,,tomhawkcarrot_nopauses.mp3,tomhawkcarrotinstleft_context.png,tomhawkcarrotmodright_context.png,tomhawkcarrotmodright_context.png,tomhawkcarrotinstleft_context.png,2,mod,inst,R,L,661,2945,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkcarrotmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomhawkcarrotinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomhawkcarrot_nopauses.mp3?raw=true,0.26210694
A,Post,36,16,Tom hit the lion with the oven mitt,hit,lion,oven mitt,liontennisracket,Sentence,1,Inst,,tomlionovenmitt_nopauses.mp3,tomlionovenmittinstright_context.png,tomlionovenmittmodleft_context.png,tomlionovenmittinstright_context.png,tomlionovenmittmodleft_context.png,1,inst,mod,L,R,500,2483,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionovenmittinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionovenmittmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomlionovenmitt_nopauses.mp3?raw=true,0.267460136
A,Post,37,15,Kate hit the fox with the oven mitt,hit,fox,oven mitt,foxtennisracket,Sentence,1,Inst,,katefoxovenmitt_nopauses.mp3,katefoxovenmittinstleft_context.png,katefoxovenmittmodright_context.png,katefoxovenmittmodright_context.png,katefoxovenmittinstleft_context.png,2,mod,inst,R,L,426,2369,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxovenmittmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxovenmittinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefoxovenmitt_nopauses.mp3?raw=true,0.284099783
