Group,Block,TrialOrder,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
D,Post,4,61,Tom scratched the dolphin with the sandpaper,scratched,dolphin,sandpaper,dolphinoar,Sentence,2,InstControl,,tomdolphinsandpaper_nopauses.mp3,tomdolphinsandpaperinstright2_context.png,tomdolphinsandpapermodleft2_context.png,tomdolphinsandpaperinstright2_context.png,tomdolphinsandpapermodleft2_context.png,1,inst,mod,L,R,545,3575,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinsandpaperinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinsandpapermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomdolphinsandpaper_nopauses.mp3?raw=true,0.014051078
D,Post,5,117,Tom stung the whale with the lightning bolt,stung,whale,lightning bolt,whaletennisracket,Sentence,2,InstControl,,tomwhalelightningbolt_nopauses.mp3,tomwhalelightningboltinstright2_context.png,tomwhalelightningboltmodleft2_context.png,tomwhalelightningboltinstright2_context.png,tomwhalelightningboltmodleft2_context.png,1,inst,mod,L,R,660,3554,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalelightningboltinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalelightningboltmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomwhalelightningbolt_nopauses.mp3?raw=true,0.019044478
D,Post,6,37,Tom hammered the dolphin with the horseshoe,hammered,dolphin,horseshoe,dolphinoar,Sentence,2,InstControl,,tomdolphinhorseshoe_nopauses.mp3,tomdolphinhorseshoeinstright2_context.png,tomdolphinhorseshoemodleft2_context.png,tomdolphinhorseshoeinstright2_context.png,tomdolphinhorseshoemodleft2_context.png,1,inst,mod,L,R,559,3186,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinhorseshoeinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinhorseshoemodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomdolphinhorseshoe_nopauses.mp3?raw=true,0.02326171
D,Post,7,23,Tom hit the buffalo with the oven mitt,hit,buffalo,oven mitt,buffalotennisracket,Sentence,2,InstControl,,tombuffaloovenmitt_nopauses.mp3,tombuffaloovenmittinstright2_context.png,tombuffaloovenmittmodleft2_context.png,tombuffaloovenmittinstright2_context.png,tombuffaloovenmittmodleft2_context.png,1,inst,mod,L,R,524,2636,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffaloovenmittinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffaloovenmittmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffaloovenmitt_nopauses.mp3?raw=true,0.031343192
D,Post,8,67,Tom scratched the pig with the coral,scratched,pig,coral,pigtennisracket,Sentence,2,InstControl,,tompigcoral_nopauses.mp3,tompigcoralinstright2_context.png,tompigcoralmodleft2_context.png,tompigcoralinstright2_context.png,tompigcoralmodleft2_context.png,1,inst,mod,L,R,545,2828,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tompigcoralinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tompigcoralmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tompigcoral_nopauses.mp3?raw=true,0.031929413
D,Post,9,35,Tom knocked on the buffalo with the tomato,knocked on,buffalo,tomato,buffalomallet,Sentence,2,InstControl,,tombuffalotomato_nopauses.mp3,tombuffalotomatoinstleft2_context.png,tombuffalotomatomodright2_context.png,tombuffalotomatomodright2_context.png,tombuffalotomatoinstleft2_context.png,2,mod,inst,R,L,609,3467,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalotomatomodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalotomatoinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffalotomato_nopauses.mp3?raw=true,0.03685678
D,Post,10,85,Tom rubbed the dolphin with the eraser,rubbed,dolphin,eraser,dolphinoar,Sentence,2,InstControl,,tomdolphineraser_nopauses.mp3,tomdolphineraserinstright2_context.png,tomdolphinerasermodleft2_context.png,tomdolphineraserinstright2_context.png,tomdolphinerasermodleft2_context.png,1,inst,mod,L,R,583,3238,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphineraserinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinerasermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomdolphineraser_nopauses.mp3?raw=true,0.040533032
D,Post,11,93,Tom rubbed the whale with the soap,rubbed,whale,soap,whaletennisracket,Sentence,2,InstControl,,tomwhalesoap_nopauses.mp3,tomwhalesoapinstright2_context.png,tomwhalesoapmodleft2_context.png,tomwhalesoapinstright2_context.png,tomwhalesoapmodleft2_context.png,1,inst,mod,L,R,550,2683,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalesoapinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalesoapmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomwhalesoap_nopauses.mp3?raw=true,0.043070544
D,Post,12,47,Tom hammered the buffalo with the rock,hammered,buffalo,rock,buffalotennisracket,Sentence,2,InstControl,,tombuffalorock_nopauses.mp3,tombuffalorockinstright2_context.png,tombuffalorockmodleft2_context.png,tombuffalorockinstright2_context.png,tombuffalorockmodleft2_context.png,1,inst,mod,L,R,626,2975,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalorockinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalorockmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffalorock_nopauses.mp3?raw=true,0.046902025
D,Post,13,62,Kate scratched the cow with the sandpaper,scratched,cow,sandpaper,cowoar,Sentence,2,InstControl,,katecowsandpaper_nopauses.mp3,katecowsandpaperinstleft2_context.png,katecowsandpapermodright2_context.png,katecowsandpapermodright2_context.png,katecowsandpaperinstleft2_context.png,2,mod,inst,R,L,444,3286,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowsandpapermodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowsandpaperinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katecowsandpaper_nopauses.mp3?raw=true,0.052883424
D,Post,14,106,Kate crushed the gorilla with the flower,crushed,gorilla,flower,gorillamallet,Sentence,2,InstControl,,kategorillaflower_nopauses.mp3,kategorillaflowerinstright2_context.png,kategorillaflowermodleft2_context.png,kategorillaflowerinstright2_context.png,kategorillaflowermodleft2_context.png,1,inst,mod,L,R,495,3139,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillaflowerinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillaflowermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillaflower_nopauses.mp3?raw=true,0.058385782
D,Post,15,45,Tom hammered the whale with the rock,hammered,whale,rock,whaletennisracket,Sentence,2,InstControl,,tomwhalerock_nopauses.mp3,tomwhalerockinstright2_context.png,tomwhalerockmodleft2_context.png,tomwhalerockinstright2_context.png,tomwhalerockmodleft2_context.png,1,inst,mod,L,R,730,2969,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalerockinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalerockmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomwhalerock_nopauses.mp3?raw=true,0.072845734
D,Post,16,131,Tom slapped the buffalo with the net,slapped,buffalo,net,buffalomallet,Sentence,2,InstControl,,tombuffalonet_nopauses.mp3,tombuffalonetinstleft2_context.png,tombuffalonetmodright2_context.png,tombuffalonetmodright2_context.png,tombuffalonetinstleft2_context.png,2,mod,inst,R,L,543,2852,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalonetmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalonetinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffalonet_nopauses.mp3?raw=true,0.073364353
D,Post,17,90,Kate rubbed the turtle with the eraser,rubbed,turtle,eraser,turtleoar,Sentence,2,InstControl,,kateturtleeraser_nopauses.mp3,kateturtleeraserinstleft2_context.png,kateturtleerasermodright2_context.png,kateturtleerasermodright2_context.png,kateturtleeraserinstleft2_context.png,2,mod,inst,R,L,442,3115,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtleerasermodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtleeraserinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kateturtleeraser_nopauses.mp3?raw=true,0.085678294
D,Post,18,120,Kate stung the hawk with the lightning bolt,stung,hawk,lightning bolt,hawktennisracket,Sentence,2,InstControl,,katehawklightningbolt_nopauses.mp3,katehawklightningboltinstleft2_context.png,katehawklightningboltmodright2_context.png,katehawklightningboltmodright2_context.png,katehawklightningboltinstleft2_context.png,2,mod,inst,R,L,404,3192,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katehawklightningboltmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katehawklightningboltinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katehawklightningbolt_nopauses.mp3?raw=true,0.089152355
D,Post,19,10,Kate covered the gorilla with the fern,covered,gorilla,fern,gorillamallet,Sentence,2,InstControl,,kategorillafern_nopauses.mp3,kategorillaferninstright2_context.png,kategorillafernmodleft2_context.png,kategorillaferninstright2_context.png,kategorillafernmodleft2_context.png,1,inst,mod,L,R,473,2736,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillaferninstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillafernmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillafern_nopauses.mp3?raw=true,0.089629453
D,Post,20,33,Tom knocked on the whale with the tomato,knocked on,whale,tomato,whalemallet,Sentence,2,InstControl,,tomwhaletomato_nopauses.mp3,tomwhaletomatoinstleft2_context.png,tomwhaletomatomodright2_context.png,tomwhaletomatomodright2_context.png,tomwhaletomatoinstleft2_context.png,2,mod,inst,R,L,548,3030,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhaletomatomodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhaletomatoinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomwhaletomato_nopauses.mp3?raw=true,0.113012798
D,Post,21,77,Tom jabbed the frog with the carrot,jabbed,frog,carrot,frogladle,Sentence,2,InstControl,,tomfrogcarrot_nopauses.mp3,tomfrogcarrotinstleft2_context.png,tomfrogcarrotmodright2_context.png,tomfrogcarrotmodright2_context.png,tomfrogcarrotinstleft2_context.png,2,mod,inst,R,L,651,2964,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogcarrotmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogcarrotinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfrogcarrot_nopauses.mp3?raw=true,0.113971209
D,Post,22,116,Kate stung the girl with the lightning bolt,stung,girl,lightning bolt,girltennisracket,Sentence,2,InstControl,,kategirllightningbolt_nopauses.mp3,kategirllightningboltinstleft2_context.png,kategirllightningboltmodright2_context.png,kategirllightningboltmodright2_context.png,kategirllightningboltinstleft2_context.png,2,mod,inst,R,L,396,3350,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirllightningboltmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirllightningboltinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategirllightningbolt_nopauses.mp3?raw=true,0.120070566
D,Post,23,52,Kate tapped the lion with the boots,tapped,lion,boots,lionladle,Sentence,2,InstControl,,katelionboots_nopauses.mp3,katelionbootsinstright2_context.png,katelionbootsmodleft2_context.png,katelionbootsinstright2_context.png,katelionbootsmodleft2_context.png,1,inst,mod,L,R,378,2816,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katelionbootsinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katelionbootsmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katelionboots_nopauses.mp3?raw=true,0.12009749
D,Post,24,42,Kate hammered the turtle with the horseshoe,hammered,turtle,horseshoe,turtleoar,Sentence,2,InstControl,,kateturtlehorseshoe_nopauses.mp3,kateturtlehorseshoeinstleft2_context.png,kateturtlehorseshoemodright2_context.png,kateturtlehorseshoemodright2_context.png,kateturtlehorseshoeinstleft2_context.png,2,mod,inst,R,L,453,3023,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlehorseshoemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlehorseshoeinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kateturtlehorseshoe_nopauses.mp3?raw=true,0.121908493
D,Post,25,32,Kate knocked on the girl with the tomato,knocked on,girl,tomato,girlmallet,Sentence,2,InstControl,,kategirltomato_nopauses.mp3,kategirltomatoinstright2_context.png,kategirltomatomodleft2_context.png,kategirltomatoinstright2_context.png,kategirltomatomodleft2_context.png,1,inst,mod,L,R,408,2785,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirltomatoinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirltomatomodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategirltomato_nopauses.mp3?raw=true,0.132424628
D,Post,26,5,Tom covered the frog with the water,covered,frog,water,frogladle,Sentence,2,InstControl,,tomfrogwater_nopauses.mp3,tomfrogwaterinstleft2_context.png,tomfrogwatermodright2_context.png,tomfrogwatermodright2_context.png,tomfrogwaterinstleft2_context.png,2,mod,inst,R,L,597,2889,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogwatermodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogwaterinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfrogwater_nopauses.mp3?raw=true,0.133101856
D,Post,27,72,Kate scratched the hawk with the coral,scratched,hawk,coral,hawktennisracket,Sentence,2,InstControl,,katehawkcoral_nopauses.mp3,katehawkcoralinstleft2_context.png,katehawkcoralmodright2_context.png,katehawkcoralmodright2_context.png,katehawkcoralinstleft2_context.png,2,mod,inst,R,L,394,2976,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katehawkcoralmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katehawkcoralinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katehawkcoral_nopauses.mp3?raw=true,0.168150525
D,Post,28,89,Tom rubbed the frog with the eraser,rubbed,frog,eraser,frogoar,Sentence,2,InstControl,,tomfrogeraser_nopauses.mp3,tomfrogeraserinstright2_context.png,tomfrogerasermodleft2_context.png,tomfrogeraserinstright2_context.png,tomfrogerasermodleft2_context.png,1,inst,mod,L,R,461,3187,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogeraserinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogerasermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfrogeraser_nopauses.mp3?raw=true,0.168308094
D,Post,29,14,Kate hit the cow with the ball,hit,cow,ball,cowoar,Sentence,2,InstControl,,katecowball_nopauses.mp3,katecowballinstleft2_context.png,katecowballmodright2_context.png,katecowballmodright2_context.png,katecowballinstleft2_context.png,2,mod,inst,R,L,392,2325,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowballmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowballinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katecowball_nopauses.mp3?raw=true,0.173546033
D,Post,30,134,Kate smashed the cow with the flower pot,smashed,cow,flower pot,cowoar,Sentence,2,InstControl,,katecowflowerpot_nopauses.mp3,katecowflowerpotinstleft2_context.png,katecowflowerpotmodright2_context.png,katecowflowerpotmodright2_context.png,katecowflowerpotinstleft2_context.png,2,mod,inst,R,L,426,3465,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowflowerpotmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowflowerpotinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katecowflowerpot_nopauses.mp3?raw=true,0.187388231
D,Post,31,11,Tom covered the buffalo with the fern,covered,buffalo,fern,buffalomallet,Sentence,2,InstControl,,tombuffalofern_nopauses.mp3,tombuffaloferninstleft2_context.png,tombuffalofernmodright2_context.png,tombuffalofernmodright2_context.png,tombuffaloferninstleft2_context.png,2,mod,inst,R,L,546,2924,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalofernmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffaloferninstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffalofern_nopauses.mp3?raw=true,0.198324824
D,Post,32,130,Kate slapped the gorilla with the net,slapped,gorilla,net,gorillamallet,Sentence,2,InstControl,,kategorillanet_nopauses.mp3,kategorillanetinstright2_context.png,kategorillanetmodleft2_context.png,kategorillanetinstright2_context.png,kategorillanetmodleft2_context.png,1,inst,mod,L,R,419,2914,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillanetinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillanetmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillanet_nopauses.mp3?raw=true,0.20365137
D,Post,33,49,Tom tapped the dolphin with the boots,tapped,dolphin,boots,dolphinladle,Sentence,2,InstControl,,tomdolphinboots_nopauses.mp3,tomdolphinbootsinstleft2_context.png,tomdolphinbootsmodright2_context.png,tomdolphinbootsmodright2_context.png,tomdolphinbootsinstleft2_context.png,2,mod,inst,R,L,670,2945,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinbootsmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinbootsinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomdolphinboots_nopauses.mp3?raw=true,0.20978238
D,Post,34,140,Kate smashed the girl with the bowl,smashed,girl,bowl,girltennisracket,Sentence,2,InstControl,,kategirlbowl_nopauses.mp3,kategirlbowlinstleft2_context.png,kategirlbowlmodright2_context.png,kategirlbowlmodright2_context.png,kategirlbowlinstleft2_context.png,2,mod,inst,R,L,406,3073,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirlbowlmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirlbowlinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategirlbowl_nopauses.mp3?raw=true,0.215598454
D,Post,35,74,Kate jabbed the cow with the carrot,jabbed,cow,carrot,cowladle,Sentence,2,InstControl,,katecowcarrot_nopauses.mp3,katecowcarrotinstright2_context.png,katecowcarrotmodleft2_context.png,katecowcarrotinstright2_context.png,katecowcarrotmodleft2_context.png,1,inst,mod,L,R,444,3061,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowcarrotinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowcarrotmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katecowcarrot_nopauses.mp3?raw=true,0.219682382
D,Post,36,30,Kate knocked on the turtle with the cucumber,knocked on,turtle,cucumber,turtleladle,Sentence,2,InstControl,,kateturtlecucumber_nopauses.mp3,kateturtlecucumberinstright2_context.png,kateturtlecucumbermodleft2_context.png,kateturtlecucumberinstright2_context.png,kateturtlecucumbermodleft2_context.png,1,inst,mod,L,R,429,3138,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlecucumberinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlecucumbermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kateturtlecucumber_nopauses.mp3?raw=true,0.219904465
D,Post,37,65,Tom scratched the frog with the sandpaper,scratched,frog,sandpaper,frogoar,Sentence,2,InstControl,,tomfrogsandpaper_nopauses.mp3,tomfrogsandpaperinstright2_context.png,tomfrogsandpapermodleft2_context.png,tomfrogsandpaperinstright2_context.png,tomfrogsandpapermodleft2_context.png,1,inst,mod,L,R,510,3325,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogsandpaperinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogsandpapermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfrogsandpaper_nopauses.mp3?raw=true,0.22659432
D,Post,38,58,Kate tapped the gorilla with the magic wand,tapped,gorilla,magic wand,gorillamallet,Sentence,2,InstControl,,kategorillamagicwand_nopauses.mp3,kategorillamagicwandinstright2_context.png,kategorillamagicwandmodleft2_context.png,kategorillamagicwandinstright2_context.png,kategorillamagicwandmodleft2_context.png,1,inst,mod,L,R,482,3202,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillamagicwandinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillamagicwandmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillamagicwand_nopauses.mp3?raw=true,0.227204064
D,Post,39,104,Kate crushed the girl with the flower,crushed,girl,flower,girlmallet,Sentence,2,InstControl,,kategirlflower_nopauses.mp3,kategirlflowerinstright2_context.png,kategirlflowermodleft2_context.png,kategirlflowerinstright2_context.png,kategirlflowermodleft2_context.png,1,inst,mod,L,R,470,3154,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirlflowerinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirlflowermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategirlflower_nopauses.mp3?raw=true,0.228784818
