Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
C,Pre,135,Tom smashed the fox with the flower pot,smashed,fox,flower pot,foxtennisracket,Sentence,1,InstControl,tomfoxflowerpot_nopauses.mp3,tomfoxflowerpotinstright_context.png,tomfoxflowerpotmodleft_context.png,tomfoxflowerpotinstright_context.png,tomfoxflowerpotmodleft_context.png,1,inst,mod,L,R,622,3523,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxflowerpotinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxflowerpotmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfoxflowerpot_nopauses.mp3?raw=true,0.173273625
C,Pre,122,Kate slapped the cow with the notebook,slapped,cow,notebook,cowmallet,Sentence,1,InstControl,katecownotebook_nopauses.mp3,katecownotebookinstright_context.png,katecownotebookmodleft_context.png,katecownotebookinstright_context.png,katecownotebookmodleft_context.png,1,inst,mod,L,R,412,2287,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecownotebookinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecownotebookmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katecownotebook_nopauses.mp3?raw=true,0.181135786
C,Pre,5,Tom covered the frog with the water,covered,frog,water,frogmallet,Sentence,1,InstControl,tomfrogwater_nopauses.mp3,tomfrogwaterinstleft_context.png,tomfrogwatermodright_context.png,tomfrogwatermodright_context.png,tomfrogwaterinstleft_context.png,2,mod,inst,R,L,597,2889,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogwatermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogwaterinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfrogwater_nopauses.mp3?raw=true,0.186302219
C,Pre,69,Tom scratched the whale with the coral,scratched,whale,coral,whaleoar,Sentence,1,InstControl,tomwhalecoral_nopauses.mp3,tomwhalecoralinstright_context.png,tomwhalecoralmodleft_context.png,tomwhalecoralinstright_context.png,tomwhalecoralmodleft_context.png,1,inst,mod,L,R,562,3097,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomwhalecoralinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomwhalecoralmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomwhalecoral_nopauses.mp3?raw=true,0.189086109
C,Pre,65,Tom scratched the frog with the sandpaper,scratched,frog,sandpaper,frogtennisracket,Sentence,1,InstControl,tomfrogsandpaper_nopauses.mp3,tomfrogsandpaperinstright_context.png,tomfrogsandpapermodleft_context.png,tomfrogsandpaperinstright_context.png,tomfrogsandpapermodleft_context.png,1,inst,mod,L,R,510,3325,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogsandpaperinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogsandpapermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfrogsandpaper_nopauses.mp3?raw=true,0.215477671
C,Pre,100,Kate crushed the lion with the pear,crushed,lion,pear,lionmallet,Sentence,1,InstControl,katelionpear_nopauses.mp3,katelionpearinstright_context.png,katelionpearmodleft_context.png,katelionpearinstright_context.png,katelionpearmodleft_context.png,1,inst,mod,L,R,408,2891,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katelionpearinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katelionpearmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katelionpear_nopauses.mp3?raw=true,0.222719028
C,Pre,88,Kate rubbed the lion with the eraser,rubbed,lion,eraser,liontennisracket,Sentence,1,InstControl,katelioneraser_nopauses.mp3,katelioneraserinstleft_context.png,katelionerasermodright_context.png,katelionerasermodright_context.png,katelioneraserinstleft_context.png,2,mod,inst,R,L,478,3173,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katelionerasermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katelioneraserinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katelioneraser_nopauses.mp3?raw=true,0.230000453
C,Pre,71,Tom scratched the buffalo with the coral,scratched,buffalo,coral,buffalooar,Sentence,1,InstControl,tombuffalocoral_nopauses.mp3,tombuffalocoralinstright_context.png,tombuffalocoralmodleft_context.png,tombuffalocoralinstright_context.png,tombuffalocoralmodleft_context.png,1,inst,mod,L,R,552,3269,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tombuffalocoralinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tombuffalocoralmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tombuffalocoral_nopauses.mp3?raw=true,0.232421765
C,Pre,42,Kate hammered the turtle with the horseshoe,hammered,turtle,horseshoe,turtletennisracket,Sentence,1,InstControl,kateturtlehorseshoe_nopauses.mp3,kateturtlehorseshoeinstleft_context.png,kateturtlehorseshoemodright_context.png,kateturtlehorseshoemodright_context.png,kateturtlehorseshoeinstleft_context.png,2,mod,inst,R,L,453,3023,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlehorseshoemodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlehorseshoeinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kateturtlehorseshoe_nopauses.mp3?raw=true,0.241601823
C,Pre,61,Tom scratched the dolphin with the sandpaper,scratched,dolphin,sandpaper,dolphintennisracket,Sentence,1,InstControl,tomdolphinsandpaper_nopauses.mp3,tomdolphinsandpaperinstright_context.png,tomdolphinsandpapermodleft_context.png,tomdolphinsandpaperinstright_context.png,tomdolphinsandpapermodleft_context.png,1,inst,mod,L,R,545,3575,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomdolphinsandpaperinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomdolphinsandpapermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomdolphinsandpaper_nopauses.mp3?raw=true,0.24259231
C,Pre,29,Tom knocked on the frog with the cucumber,knocked on,frog,cucumber,frogmallet,Sentence,1,InstControl,tomfrogcucumber_nopauses.mp3,tomfrogcucumberinstleft_context.png,tomfrogcucumbermodright_context.png,tomfrogcucumbermodright_context.png,tomfrogcucumberinstleft_context.png,2,mod,inst,R,L,505,3245,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogcucumbermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogcucumberinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfrogcucumber_nopauses.mp3?raw=true,0.245638113
C,Pre,133,Tom smashed the dolphin with the flower pot,smashed,dolphin,flower pot,dolphintennisracket,Sentence,1,InstControl,tomdolphinflowerpot_nopauses.mp3,tomdolphinflowerpotinstright_context.png,tomdolphinflowerpotmodleft_context.png,tomdolphinflowerpotinstright_context.png,tomdolphinflowerpotmodleft_context.png,1,inst,mod,L,R,566,3343,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomdolphinflowerpotinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomdolphinflowerpotmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomdolphinflowerpot_nopauses.mp3?raw=true,0.252364759
C,Pre,75,Tom jabbed the fox with the carrot,jabbed,fox,carrot,foxmallet,Sentence,1,InstControl,tomfoxcarrot_nopauses.mp3,tomfoxcarrotinstleft_context.png,tomfoxcarrotmodright_context.png,tomfoxcarrotmodright_context.png,tomfoxcarrotinstleft_context.png,2,mod,inst,R,L,663,2977,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxcarrotmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxcarrotinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfoxcarrot_nopauses.mp3?raw=true,0.258239412
C,Pre,107,Tom crushed the buffalo with the flower,crushed,buffalo,flower,buffaloladle,Sentence,1,InstControl,tombuffaloflower_nopauses.mp3,tombuffaloflowerinstleft_context.png,tombuffaloflowermodright_context.png,tombuffaloflowermodright_context.png,tombuffaloflowerinstleft_context.png,2,mod,inst,R,L,597,3221,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tombuffaloflowermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tombuffaloflowerinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tombuffaloflower_nopauses.mp3?raw=true,0.260140442
C,Pre,19,Tom hit the pig with the oven mitt,hit,pig,oven mitt,pigoar,Sentence,1,InstControl,tompigovenmitt_nopauses.mp3,tompigovenmittinstright_context.png,tompigovenmittmodleft_context.png,tompigovenmittinstright_context.png,tompigovenmittmodleft_context.png,1,inst,mod,L,R,547,2388,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompigovenmittinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompigovenmittmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tompigovenmitt_nopauses.mp3?raw=true,0.271341785
C,Pre,127,Tom slapped the pig with the net,slapped,pig,net,pigladle,Sentence,1,InstControl,tompignet_nopauses.mp3,tompignetinstleft_context.png,tompignetmodright_context.png,tompignetmodright_context.png,tompignetinstleft_context.png,2,mod,inst,R,L,567,2812,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompignetmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompignetinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tompignet_nopauses.mp3?raw=true,0.289130526
C,Pre,124,Kate slapped the lion with the notebook,slapped,lion,notebook,lionmallet,Sentence,1,InstControl,katelionnotebook_nopauses.mp3,katelionnotebookinstright_context.png,katelionnotebookmodleft_context.png,katelionnotebookinstright_context.png,katelionnotebookmodleft_context.png,1,inst,mod,L,R,346,3067,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katelionnotebookinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katelionnotebookmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katelionnotebook_nopauses.mp3?raw=true,0.294045695
C,Pre,114,Kate stung the turtle with the cactus,stung,turtle,cactus,turtletennisracket,Sentence,1,InstControl,kateturtlecactus_nopauses.mp3,kateturtlecactusinstleft_context.png,kateturtlecactusmodright_context.png,kateturtlecactusmodright_context.png,kateturtlecactusinstleft_context.png,2,mod,inst,R,L,443,3274,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlecactusmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlecactusinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kateturtlecactus_nopauses.mp3?raw=true,0.294475763
C,Pre,78,Kate jabbed the turtle with the carrot,jabbed,turtle,carrot,turtlemallet,Sentence,1,InstControl,kateturtlecarrot_nopauses.mp3,kateturtlecarrotinstright_context.png,kateturtlecarrotmodleft_context.png,kateturtlecarrotinstright_context.png,kateturtlecarrotmodleft_context.png,1,inst,mod,L,R,451,2932,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlecarrotinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlecarrotmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kateturtlecarrot_nopauses.mp3?raw=true,0.301858831
C,Pre,90,Kate rubbed the turtle with the eraser,rubbed,turtle,eraser,turtletennisracket,Sentence,1,InstControl,kateturtleeraser_nopauses.mp3,kateturtleeraserinstleft_context.png,kateturtleerasermodright_context.png,kateturtleerasermodright_context.png,kateturtleeraserinstleft_context.png,2,mod,inst,R,L,442,3115,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtleerasermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtleeraserinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kateturtleeraser_nopauses.mp3?raw=true,0.310333155
C,Pre,91,Tom rubbed the pig with the soap,rubbed,pig,soap,pigoar,Sentence,1,InstControl,tompigsoap_nopauses.mp3,tompigsoapinstright_context.png,tompigsoapmodleft_context.png,tompigsoapinstright_context.png,tompigsoapmodleft_context.png,1,inst,mod,L,R,565,2727,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompigsoapinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompigsoapmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tompigsoap_nopauses.mp3?raw=true,0.317960061
